"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"201486_at",6.75e-06,-7.02,-0.512,"RCN2","reticulocalbin 2","5955"
"229838_at",6.77e-06,7.02,0.998,"NUCB2","nucleobindin 2","4925"
"222772_at",6.8e-06,-7.02,-0.994,"MYEF2","myelin expression factor 2","50804"
"223449_at",7e-06,7,1.09,"SEMA6A","semaphorin 6A","57556"
"1556579_s_at",7.09e-06,6.99,1.18,"IGSF10","immunoglobulin superfamily member 10","285313"
"216714_at",7.14e-06,-6.99,-1.85,"CCL13","C-C motif chemokine ligand 13","6357"
"226279_at",7.31e-06,-6.97,-1.21,"PRSS23","protease, serine 23","11098"
"202965_s_at",7.4e-06,6.96,1.39,"CAPN6","calpain 6","827"
"230482_at",7.48e-06,-6.96,-1.15,"ST6GALNAC5","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5","81849"
"231334_at",7.58e-06,6.95,1.1,"LOC101929480","uncharacterized LOC101929480","101929480"
"210078_s_at",7.65e-06,6.94,2.06,"KCNAB1","potassium voltage-gated channel subfamily A member regulatory beta subunit 1","7881"
"229831_at",7.81e-06,6.93,1.8,"CNTN3","contactin 3","5067"
"204914_s_at",7.84e-06,-6.93,-1.19,"SOX11","SRY-box 11","6664"
"210868_s_at",7.96e-06,-6.92,-0.502,"ELOVL6","ELOVL fatty acid elongase 6","79071"
"227337_at",8.01e-06,6.91,1.05,"ANKRD37","ankyrin repeat domain 37","353322"
"218718_at",8.05e-06,-6.91,-0.86,"PDGFC","platelet derived growth factor C","56034"
"225590_at",8.1e-06,-6.91,-1.23,"SH3RF1","SH3 domain containing ring finger 1","57630"
"209810_at",8.15e-06,-6.9,-3.3,"SFTPB","surfactant protein B","6439"
"203145_at",8.26e-06,6.89,0.932,"SPAG5","sperm associated antigen 5","10615"
"235571_at",8.27e-06,-6.89,-1.23,"MIR34A","microRNA 34a","407040"
"214977_at",8.36e-06,6.89,1.89,"","",""
"239062_at",8.37e-06,-6.89,-0.99,"TNRC6C-AS1","TNRC6C antisense RNA 1","100131096"
"227013_at",8.4e-06,6.88,0.75,"LATS2","large tumor suppressor kinase 2","26524"
"237400_at",8.44e-06,6.88,1.08,"ATP5S","ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)","27109"
"213693_s_at",8.53e-06,-6.87,-1.73,"MUC1","mucin 1, cell surface associated","4582"
"203221_at",8.54e-06,6.87,0.788,"TLE1","transducin like enhancer of split 1","7088"
"1555977_at",8.63e-06,6.87,1.35,"MYL12A","myosin light chain 12A","10627"
"218007_s_at",8.72e-06,-6.86,-0.664,"RPS27L","ribosomal protein S27 like","51065"
"228315_at",9.09e-06,-6.83,-1.48,"ZMAT3","zinc finger matrin-type 3","64393"
"230958_s_at",9.1e-06,6.83,0.871,"","",""
"232056_at",9.18e-06,-6.83,-2.58,"SCEL","sciellin","8796"
"210524_x_at",9.33e-06,6.82,2.1,"","",""
"226207_at",9.38e-06,6.81,0.918,"RILPL1","Rab interacting lysosomal protein like 1","353116"
"239183_at",9.41e-06,6.81,2.19,"ANGPTL1","angiopoietin like 1","9068"
"243386_at",9.45e-06,6.81,1.83,"CASZ1","castor zinc finger 1","54897"
"232231_at",9.57e-06,-6.8,-2.26,"RUNX2","runt related transcription factor 2","860"
"204072_s_at",9.63e-06,6.8,0.948,"FRY","FRY microtubule binding protein","10129"
"205501_at",9.74e-06,6.79,1.21,"PDE10A","phosphodiesterase 10A","10846"
"213679_at",9.84e-06,6.78,1.35,"TTC30A","tetratricopeptide repeat domain 30A","92104"
"1558552_s_at",9.93e-06,6.78,1.16,"PQLC2L","PQ loop repeat containing 2 like","152078"
"238786_at",9.94e-06,6.78,0.918,"ANK3","ankyrin 3, node of Ranvier (ankyrin G)","288"
"1560425_s_at",1.03e-05,6.76,1.17,"PTPRD-AS1","PTPRD antisense RNA 1","101929407"
"225288_at",1.03e-05,6.76,1.06,"COL27A1","collagen type XXVII alpha 1 chain","85301"
"204719_at",1.03e-05,6.75,1.86,"ABCA8","ATP binding cassette subfamily A member 8","10351"
"1565949_x_at",1.04e-05,6.75,1.17,"CHML","CHM like, Rab escort protein 2","1122"
"204437_s_at",1.06e-05,6.74,1.52,"FOLR1","folate receptor 1","2348"
"226435_at",1.06e-05,-6.74,-1.4,"PAPLN","papilin, proteoglycan like sulfated glycoprotein","89932"
"237627_at",1.06e-05,6.74,0.49,"","",""
"213241_at",1.06e-05,-6.74,-2.03,"PLXNC1","plexin C1","10154"
"222392_x_at",1.07e-05,-6.73,-1.44,"PERP","PERP, TP53 apoptosis effector","64065"
"229464_at",1.07e-05,-6.73,-1.48,"MYEF2","myelin expression factor 2","50804"
"226776_at",1.08e-05,6.73,1.16,"ENY2","ENY2, transcription and export complex 2 subunit","56943"
"212157_at",1.08e-05,6.72,0.993,"SDC2","syndecan 2","6383"
"206043_s_at",1.1e-05,6.71,0.898,"ATP2C2","ATPase secretory pathway Ca2+ transporting 2","9914"
"230536_at",1.13e-05,6.7,1.01,"PBX4","PBX homeobox 4","80714"
"209699_x_at",1.13e-05,6.69,1.63,"LOC101930400///AKR1C2","aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2","101930400///1646"
"1562583_s_at",1.15e-05,6.69,2.55,"","",""
"219619_at",1.15e-05,6.69,1.79,"DIRAS2","DIRAS family GTPase 2","54769"
"209515_s_at",1.17e-05,-6.67,-1.29,"RAB27A","RAB27A, member RAS oncogene family","5873"
"230535_s_at",1.18e-05,6.67,0.801,"ATP5E","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit","514"
"212850_s_at",1.18e-05,-6.67,-3.03,"LRP4","LDL receptor related protein 4","4038"
"212314_at",1.18e-05,-6.67,-1.87,"SEL1L3","SEL1L family member 3","23231"
"226961_at",1.21e-05,-6.66,-3.65,"PRR15","proline rich 15","222171"
"219157_at",1.21e-05,-6.65,-0.654,"KLHL2","kelch like family member 2","11275"
"238692_at",1.22e-05,6.65,1.36,"BTBD11","BTB domain containing 11","121551"
"205392_s_at",1.23e-05,6.64,1.52,"CCL15-CCL14///CCL14","CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14","348249///6358"
"226612_at",1.25e-05,-6.63,-1.93,"UBE2QL1","ubiquitin conjugating enzyme E2 Q family like 1","134111"
"214002_at",1.28e-05,6.62,0.94,"MYL6","myosin light chain 6","4637"
"228541_x_at",1.28e-05,-6.62,-1.32,"NGRN","neugrin, neurite outgrowth associated","51335"
"203387_s_at",1.28e-05,6.62,1.65,"TBC1D4","TBC1 domain family member 4","9882"
"230752_at",1.3e-05,6.61,0.707,"","",""
"211653_x_at",1.3e-05,6.61,1.44,"LOC101930400///AKR1C2","aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2","101930400///1646"
"203279_at",1.31e-05,-6.6,-0.872,"EDEM1","ER degradation enhancing alpha-mannosidase like protein 1","9695"
"1553494_at",1.31e-05,6.6,1.26,"TDH","L-threonine dehydrogenase (pseudogene)","157739"
"232874_at",1.33e-05,-6.6,-1.33,"DOCK9","dedicator of cytokinesis 9","23348"
"214354_x_at",1.35e-05,-6.59,-2.6,"SFTPB","surfactant protein B","6439"
"229546_at",1.36e-05,-6.58,-1.38,"LOC653602///FAM84A","uncharacterized LOC653602///family with sequence similarity 84 member A","653602///151354"
"219932_at",1.37e-05,-6.58,-1.76,"SLC27A6","solute carrier family 27 member 6","28965"
"227792_at",1.38e-05,-6.57,-0.675,"ITPRIPL2","inositol 1,4,5-trisphosphate receptor interacting protein like 2","162073"
"204014_at",1.39e-05,-6.57,-1.02,"DUSP4","dual specificity phosphatase 4","1846"
"228241_at",1.39e-05,6.57,2.4,"AGR3","anterior gradient 3, protein disulphide isomerase family member","155465"
"210372_s_at",1.4e-05,-6.56,-1.17,"TPD52L1","tumor protein D52-like 1","7164"
"237413_at",1.42e-05,6.55,0.762,"MAPK10","mitogen-activated protein kinase 10","5602"
"201430_s_at",1.42e-05,-6.55,-1.35,"DPYSL3","dihydropyrimidinase like 3","1809"
"215341_at",1.43e-05,6.55,0.516,"DNAH6","dynein axonemal heavy chain 6","1768"
"221840_at",1.47e-05,-6.53,-1.38,"PTPRE","protein tyrosine phosphatase, receptor type E","5791"
"201694_s_at",1.47e-05,6.53,0.52,"EGR1","early growth response 1","1958"
"236085_at",1.48e-05,6.53,1.69,"CAPSL","calcyphosine like","133690"
"1552626_a_at",1.49e-05,-6.53,-2.53,"TMEM163","transmembrane protein 163","81615"
"227826_s_at",1.49e-05,6.52,1.67,"SORBS2","sorbin and SH3 domain containing 2","8470"
"205280_at",1.5e-05,-6.52,-0.961,"GLRB","glycine receptor beta","2743"
"209789_at",1.57e-05,6.49,0.943,"CORO2B","coronin 2B","10391"
"226132_s_at",1.59e-05,-6.48,-1.41,"MANEAL","mannosidase endo-alpha like","149175"
"235801_at",1.61e-05,-6.48,-1.57,"TUSC3","tumor suppressor candidate 3","7991"
"205728_at",1.61e-05,-6.48,-2.76,"TENM1","teneurin transmembrane protein 1","10178"
"224036_s_at",1.61e-05,-6.48,-0.661,"LMBR1","limb development membrane protein 1","64327"
"235054_at",1.62e-05,6.47,0.802,"NUDT16","nudix hydrolase 16","131870"
"222717_at",1.69e-05,6.45,1.8,"SDPR","serum deprivation response","8436"
"219049_at",1.69e-05,6.45,1.56,"CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","55790"
"206953_s_at",1.73e-05,6.43,0.881,"ADGRL2","adhesion G protein-coupled receptor L2","23266"
"223625_at",1.73e-05,6.43,0.787,"FAM126A","family with sequence similarity 126 member A","84668"
"209242_at",1.76e-05,6.42,1.2,"PEG3","paternally expressed 3","5178"
"204151_x_at",1.78e-05,6.42,1.52,"AKR1C1","aldo-keto reductase family 1 member C1","1645"
"231478_at",1.79e-05,-6.41,-2.63,"LOC729966///PDE4C","uncharacterized LOC729966///phosphodiesterase 4C","729966///5143"
"241884_at",1.79e-05,-6.41,-1.08,"","",""
"206884_s_at",1.82e-05,-6.4,-2.4,"SCEL","sciellin","8796"
"242680_at",1.82e-05,6.4,1.94,"AVPR1A","arginine vasopressin receptor 1A","552"
"228612_at",1.83e-05,6.4,0.666,"RAB30-AS1","RAB30 antisense RNA 1 (head to head)","100506233"
"213629_x_at",1.88e-05,6.38,2.02,"MT1F","metallothionein 1F","4494"
"207030_s_at",1.88e-05,6.38,1.01,"CSRP2","cysteine and glycine rich protein 2","1466"
"227408_s_at",1.92e-05,-6.37,-1,"SNX25","sorting nexin 25","83891"
"233647_s_at",1.92e-05,6.37,0.892,"CDADC1","cytidine and dCMP deaminase domain containing 1","81602"
"1569582_at",1.92e-05,6.37,2.25,"AADACP1","arylacetamide deacetylase pseudogene 1","201651"
"227874_at",1.95e-05,6.36,1.2,"EMCN","endomucin","51705"
"228291_s_at",1.95e-05,6.36,1.17,"KIZ","kizuna centrosomal protein","55857"
"243032_at",1.96e-05,6.36,2.57,"","",""
"204754_at",1.97e-05,6.35,1.97,"HLF","HLF, PAR bZIP transcription factor","3131"
"214725_at",1.97e-05,6.35,1.02,"SBSPON","somatomedin B and thrombospondin type 1 domain containing","157869"
"205778_at",1.98e-05,-6.35,-1.45,"KLK7","kallikrein related peptidase 7","5650"
"229014_at",2.02e-05,-6.34,-1.96,"NR2F1-AS1","NR2F1 antisense RNA 1","441094"
"236471_at",2.02e-05,-6.34,-1.41,"NFE2L3","nuclear factor, erythroid 2 like 3","9603"
"223631_s_at",2.03e-05,-6.34,-1.69,"C19orf33","chromosome 19 open reading frame 33","64073"
"202401_s_at",2.05e-05,6.33,1.32,"SRF","serum response factor","6722"
"226775_at",2.06e-05,6.33,0.674,"ENY2","ENY2, transcription and export complex 2 subunit","56943"
"210764_s_at",2.09e-05,6.32,1.84,"CYR61","cysteine rich angiogenic inducer 61","3491"
"216295_s_at",2.11e-05,-6.31,-0.669,"CLTA","clathrin light chain A","1211"
"1562733_at",2.14e-05,6.3,0.798,"LINC00092","long intergenic non-protein coding RNA 92","100188953"
"212158_at",2.15e-05,6.3,0.712,"SDC2","syndecan 2","6383"
"226303_at",2.16e-05,6.3,1.33,"PGM5","phosphoglucomutase 5","5239"
"226179_at",2.17e-05,-6.3,-0.793,"SLC25A37","solute carrier family 25 member 37","51312"
"205485_at",2.21e-05,-6.28,-1.48,"RYR1","ryanodine receptor 1","6261"
"201464_x_at",2.22e-05,6.28,0.737,"JUN","Jun proto-oncogene, AP-1 transcription factor subunit","3725"
"212071_s_at",2.23e-05,6.28,0.493,"SPTBN1","spectrin beta, non-erythrocytic 1","6711"
"242541_at",2.25e-05,6.27,1.02,"ABCA9","ATP binding cassette subfamily A member 9","10350"
"236446_at",2.28e-05,6.27,1.2,"","",""
"210298_x_at",2.28e-05,6.26,2.35,"FHL1","four and a half LIM domains 1","2273"
"205236_x_at",2.28e-05,6.26,1.81,"SOD3","superoxide dismutase 3, extracellular","6649"
"207547_s_at",2.29e-05,6.26,1.54,"FAM107A","family with sequence similarity 107 member A","11170"
"223422_s_at",2.31e-05,6.26,1.86,"ARHGAP24","Rho GTPase activating protein 24","83478"
"211126_s_at",2.37e-05,6.24,0.959,"CSRP2","cysteine and glycine rich protein 2","1466"
"209325_s_at",2.43e-05,6.23,1.3,"RGS16","regulator of G-protein signaling 16","6004"
"223503_at",2.44e-05,-6.23,-2.77,"TMEM163","transmembrane protein 163","81615"
"207961_x_at",2.47e-05,6.22,1.6,"MYH11","myosin heavy chain 11","4629"
"214307_at",2.47e-05,6.22,1.72,"HGD","homogentisate 1,2-dioxygenase","3081"
"230109_at",2.48e-05,6.22,1.33,"PDE7B","phosphodiesterase 7B","27115"
"202826_at",2.48e-05,-6.21,-1.26,"SPINT1","serine peptidase inhibitor, Kunitz type 1","6692"
"230087_at",2.5e-05,6.21,0.925,"PRIMA1","proline rich membrane anchor 1","145270"
"230875_s_at",2.5e-05,-6.21,-1.2,"ATP11A","ATPase phospholipid transporting 11A","23250"
"229656_s_at",2.53e-05,6.2,1.05,"EML6","echinoderm microtubule associated protein like 6","400954"
"1558487_a_at",2.54e-05,6.2,1.31,"TMED4","transmembrane p24 trafficking protein 4","222068"
"1557761_s_at",2.54e-05,-6.2,-3.31,"LOC400794","uncharacterized LOC400794","400794"
"213135_at",2.56e-05,-6.2,-2.1,"TIAM1","T-cell lymphoma invasion and metastasis 1","7074"
"210299_s_at",2.58e-05,6.19,2.38,"FHL1","four and a half LIM domains 1","2273"
"231148_at",2.6e-05,-6.19,-2.52,"IGFL2","IGF like family member 2","147920"
"210473_s_at",2.65e-05,6.17,1.57,"ADGRA3","adhesion G protein-coupled receptor A3","166647"
"224996_at",2.67e-05,6.17,0.904,"ASPH","aspartate beta-hydroxylase","444"
"230102_at",2.7e-05,-6.16,-0.982,"ETV5","ETS variant 5","2119"
"214803_at",2.74e-05,-6.16,-1.57,"CDH6","cadherin 6","1004"
"226364_at",2.76e-05,-6.15,-0.744,"HIP1","huntingtin interacting protein 1","3092"
"203240_at",2.76e-05,6.15,1.27,"FCGBP","Fc fragment of IgG binding protein","8857"
"219195_at",2.78e-05,6.15,2.51,"PPARGC1A","PPARG coactivator 1 alpha","10891"
"203980_at",2.79e-05,6.14,2.4,"FABP4","fatty acid binding protein 4","2167"
"203349_s_at",2.79e-05,-6.14,-1.06,"ETV5","ETS variant 5","2119"
"222885_at",2.84e-05,6.13,1.09,"EMCN","endomucin","51705"
"231084_at",2.85e-05,6.13,2.01,"CFAP43","cilia and flagella associated protein 43","80217"
"225864_at",2.91e-05,-6.12,-0.711,"FAM84B","family with sequence similarity 84 member B","157638"
"218024_at",2.93e-05,6.11,0.732,"MPC1","mitochondrial pyruvate carrier 1","51660"
"217504_at",2.96e-05,6.11,0.778,"ABCA6","ATP binding cassette subfamily A member 6","23460"
"227827_at",2.96e-05,6.11,1.63,"SORBS2","sorbin and SH3 domain containing 2","8470"
"40284_at",2.97e-05,6.11,2.43,"FOXA2","forkhead box A2","3170"
"242057_at",2.99e-05,6.1,1.51,"","",""
"201222_s_at",3e-05,-6.1,-1.16,"RAD23B","RAD23 homolog B, nucleotide excision repair protein","5887"
"225020_at",3.01e-05,-6.1,-0.687,"DAB2IP","DAB2 interacting protein","153090"
"213071_at",3.03e-05,6.09,2.5,"DPT","dermatopontin","1805"
"214632_at",3.07e-05,-6.09,-0.964,"NRP2","neuropilin 2","8828"
"205051_s_at",3.08e-05,6.08,1.88,"KIT","KIT proto-oncogene receptor tyrosine kinase","3815"
"201887_at",3.12e-05,-6.08,-0.668,"IL13RA1","interleukin 13 receptor subunit alpha 1","3597"
"203636_at",3.13e-05,6.08,1.11,"MID1","midline 1","4281"
"231773_at",3.16e-05,6.07,2.22,"ANGPTL1","angiopoietin like 1","9068"
"203549_s_at",3.17e-05,-6.07,-0.939,"LPL","lipoprotein lipase","4023"
"227623_at",3.19e-05,6.06,0.605,"CACNA2D1","calcium voltage-gated channel auxiliary subunit alpha2delta 1","781"
"209676_at",3.2e-05,6.06,1.25,"TFPI","tissue factor pathway inhibitor","7035"
"227550_at",3.21e-05,6.06,1.32,"GFRA1","GDNF family receptor alpha 1","2674"
"235460_at",3.26e-05,-6.05,-1.48,"SNX22","sorting nexin 22","79856"
"217853_at",3.3e-05,6.04,1.15,"TNS3","tensin 3","64759"
"236277_at",3.31e-05,6.04,2.12,"PAK3","p21 (RAC1) activated kinase 3","5063"
"205743_at",3.32e-05,-6.04,-1.07,"STAC","SH3 and cysteine rich domain","6769"
"229302_at",3.32e-05,6.04,1.02,"TMEM178A","transmembrane protein 178A","130733"
"223582_at",3.33e-05,6.04,1.02,"ADGRV1","adhesion G protein-coupled receptor V1","84059"
"206407_s_at",3.35e-05,-6.03,-1.25,"CCL13","C-C motif chemokine ligand 13","6357"
"205579_at",3.38e-05,-6.03,-1.49,"HRH1","histamine receptor H1","3269"
"219773_at",3.42e-05,-6.02,-1.4,"NOX4","NADPH oxidase 4","50507"
"203716_s_at",3.43e-05,-6.02,-1.75,"DPP4","dipeptidyl peptidase 4","1803"
"1558595_at",3.44e-05,6.02,0.48,"LOC101928020","uncharacterized LOC101928020","101928020"
"203563_at",3.47e-05,-6.01,-0.65,"AFAP1","actin filament associated protein 1","60312"
"202081_at",3.48e-05,6.01,1.15,"IER2","immediate early response 2","9592"
"212958_x_at",3.48e-05,-6.01,-0.843,"PAM","peptidylglycine alpha-amidating monooxygenase","5066"
"205347_s_at",3.48e-05,6.01,1.71,"TMSB15B///TMSB15A","thymosin beta 15B///thymosin beta 15a","286527///11013"
"213068_at",3.48e-05,6.01,1.43,"DPT","dermatopontin","1805"
"210058_at",3.49e-05,-6.01,-1.02,"MAPK13","mitogen-activated protein kinase 13","5603"
"214433_s_at",3.5e-05,6.01,1.4,"SELENBP1","selenium binding protein 1","8991"
"240467_at",3.51e-05,6.01,1.16,"","",""
"204034_at",3.52e-05,-6.01,-0.921,"ETHE1","ETHE1, persulfide dioxygenase","23474"
"212149_at",3.52e-05,-6.01,-0.502,"EFR3A","EFR3 homolog A","23167"
"209135_at",3.53e-05,6,0.664,"ASPH","aspartate beta-hydroxylase","444"
"229376_at",3.53e-05,6,1.97,"PROX1","prospero homeobox 1","5629"
"204702_s_at",3.53e-05,-6,-1.59,"NFE2L3","nuclear factor, erythroid 2 like 3","9603"
"1568611_at",3.54e-05,-6,-1.12,"P4HA2","prolyl 4-hydroxylase subunit alpha 2","8974"
"218613_at",3.59e-05,-5.99,-1.5,"PSD3","pleckstrin and Sec7 domain containing 3","23362"
"229021_at",3.6e-05,-5.99,-0.979,"MCTP2","multiple C2 and transmembrane domain containing 2","55784"
"227415_at",3.64e-05,-5.99,-0.803,"DGKH","diacylglycerol kinase eta","160851"
"228594_at",3.65e-05,5.98,0.679,"NADK2","NAD kinase 2, mitochondrial","133686"
"227692_at",3.67e-05,5.98,1.08,"GNAI1","G protein subunit alpha i1","2770"
"232765_x_at",3.68e-05,-5.98,-0.87,"SLC22A31","solute carrier family 22 member 31","146429"
"235335_at",3.68e-05,5.98,1.62,"ABCA9","ATP binding cassette subfamily A member 9","10350"
"218972_at",3.7e-05,5.98,0.792,"TTC17","tetratricopeptide repeat domain 17","55761"
"201418_s_at",3.75e-05,-5.97,-1.05,"SOX4","SRY-box 4","6659"
"209189_at",3.77e-05,5.96,1.84,"FOS","Fos proto-oncogene, AP-1 transcription factor subunit","2353"
"213288_at",3.78e-05,-5.96,-1.04,"MBOAT2","membrane bound O-acyltransferase domain containing 2","129642"
"228557_at",3.8e-05,5.96,1.16,"L3MBTL4","l(3)mbt-like 4 (Drosophila)","91133"
"212385_at",3.82e-05,5.96,0.775,"TCF4","transcription factor 4","6925"
"228407_at",3.83e-05,5.96,1.6,"SCUBE3","signal peptide, CUB domain and EGF like domain containing 3","222663"
"223594_at",3.9e-05,-5.95,-1.07,"TMEM117","transmembrane protein 117","84216"
"220547_s_at",3.91e-05,5.94,0.604,"FAM35A","family with sequence similarity 35 member A","54537"
"226552_at",3.94e-05,-5.94,-0.865,"IER5L","immediate early response 5 like","389792"
"236009_at",3.97e-05,-5.94,-0.943,"PERP","PERP, TP53 apoptosis effector","64065"
"219961_s_at",3.97e-05,5.94,1.1,"KIZ","kizuna centrosomal protein","55857"
"229374_at",3.99e-05,-5.93,-0.979,"EPHA4","EPH receptor A4","2043"
"225647_s_at",3.99e-05,-5.93,-1.67,"CTSC","cathepsin C","1075"
"223441_at",3.99e-05,-5.93,-0.751,"SLC17A5","solute carrier family 17 member 5","26503"
"208275_x_at",4.06e-05,-5.92,-1.38,"UTF1","undifferentiated embryonic cell transcription factor 1","8433"
"221823_at",4.07e-05,5.92,1.04,"C5orf30","chromosome 5 open reading frame 30","90355"
"228528_at",4.08e-05,5.92,0.935,"MIR29C///MIR29B2","microRNA 29c///microRNA 29b-2","407026///407025"
"1556643_at",4.1e-05,5.92,2.02,"","",""
"1552827_s_at",4.11e-05,5.91,1.26,"SLC26A7","solute carrier family 26 member 7","115111"
"224762_at",4.13e-05,-5.91,-1.25,"SERINC2","serine incorporator 2","347735"
"204105_s_at",4.13e-05,-5.91,-2.31,"NRCAM","neuronal cell adhesion molecule","4897"
"237953_at",4.13e-05,-5.91,-2.32,"","",""
"212224_at",4.14e-05,5.91,1.33,"ALDH1A1","aldehyde dehydrogenase 1 family member A1","216"
"214147_at",4.14e-05,5.91,1.61,"MROH7","maestro heat like repeat family member 7","374977"
"1569183_a_at",4.15e-05,5.91,1.05,"CHM","CHM, Rab escort protein 1","1121"
"214157_at",4.16e-05,5.91,1.49,"GNAS","GNAS complex locus","2778"
"210168_at",4.17e-05,5.91,0.838,"C6","complement component 6","729"
"231947_at",4.18e-05,5.9,1.04,"MYCT1","myc target 1","80177"
"219654_at",4.18e-05,-5.9,-1.4,"HACD1","3-hydroxyacyl-CoA dehydratase 1","9200"
"227450_at",4.18e-05,-5.9,-1.24,"ERP27","endoplasmic reticulum protein 27","121506"
"203939_at",4.18e-05,-5.9,-0.866,"NT5E","5'-nucleotidase ecto","4907"
"229868_s_at",4.21e-05,-5.9,-2.64,"GDF15","growth differentiation factor 15","9518"
"213582_at",4.21e-05,-5.9,-1.18,"ATP11A","ATPase phospholipid transporting 11A","23250"
"231944_at",4.23e-05,5.9,1.14,"ERO1B","endoplasmic reticulum oxidoreductase 1 beta","56605"
"209250_at",4.24e-05,-5.9,-0.587,"DEGS1","delta 4-desaturase, sphingolipid 1","8560"
"238515_at",4.26e-05,5.89,0.696,"NUDT16","nudix hydrolase 16","131870"
"231980_at",4.29e-05,5.89,0.54,"DOK6","docking protein 6","220164"
"238633_at",4.3e-05,5.89,0.674,"EPC1","enhancer of polycomb homolog 1","80314"
"216594_x_at",4.37e-05,5.88,1.39,"AKR1C1","aldo-keto reductase family 1 member C1","1645"
"227672_at",4.37e-05,-5.88,-0.74,"MROH6","maestro heat like repeat family member 6","642475"
"230509_at",4.38e-05,-5.88,-1.61,"SNX22","sorting nexin 22","79856"
"223092_at",4.42e-05,-5.87,-0.955,"ANKH","ANKH inorganic pyrophosphate transport regulator","56172"
"244749_at",4.43e-05,-5.87,-1.42,"LOC101927204","uncharacterized LOC101927204","101927204"
"202458_at",4.44e-05,-5.87,-1.21,"PRSS23","protease, serine 23","11098"
"209360_s_at",4.45e-05,-5.87,-1.63,"LOC101928269///LOC100506403///RUNX1","uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1","101928269///100506403///861"
"223614_at",4.47e-05,-5.87,-1.75,"MMP16","matrix metallopeptidase 16","4325"
"225056_at",4.58e-05,-5.85,-1.1,"SIPA1L2","signal induced proliferation associated 1 like 2","57568"
"242052_at",4.6e-05,-5.85,-1.2,"","",""
"202677_at",4.61e-05,-5.85,-0.673,"RASA1","RAS p21 protein activator 1","5921"
"221221_s_at",4.66e-05,5.84,1.19,"KLHL3","kelch like family member 3","26249"
"221073_s_at",4.68e-05,-5.84,-1.61,"NOD1","nucleotide binding oligomerization domain containing 1","10392"
"208712_at",4.69e-05,-5.84,-1.24,"CCND1","cyclin D1","595"
"230690_at",4.77e-05,5.83,0.86,"TUBB1","tubulin beta 1 class VI","81027"
"226018_at",4.79e-05,5.82,0.731,"MTURN","maturin, neural progenitor differentiation regulator homolog (Xenopus)","222166"
"200941_at",4.82e-05,5.82,0.797,"HSBP1","heat shock factor binding protein 1","3281"
"226806_s_at",4.86e-05,5.82,0.776,"NFIA","nuclear factor I A","4774"
"241017_at",4.91e-05,5.81,1.38,"TBC1D8///RPL31","TBC1 domain family member 8///ribosomal protein L31","11138///6160"
"222444_at",4.92e-05,-5.81,-0.836,"ARMCX3","armadillo repeat containing, X-linked 3","51566"
"202336_s_at",4.92e-05,-5.81,-0.867,"PAM","peptidylglycine alpha-amidating monooxygenase","5066"
"212814_at",5.04e-05,5.79,0.758,"AHCYL2","adenosylhomocysteinase like 2","23382"
"1554597_at",5.05e-05,5.79,0.643,"LIG3","DNA ligase 3","3980"
"228570_at",5.05e-05,5.79,2.02,"BTBD11","BTB domain containing 11","121551"
"219610_at",5.08e-05,5.79,1.3,"ARHGEF28","Rho guanine nucleotide exchange factor 28","64283"
"223672_at",5.08e-05,5.79,1.18,"SGIP1","SH3 domain GRB2 like endophilin interacting protein 1","84251"
"218056_at",5.09e-05,-5.79,-0.453,"BFAR","bifunctional apoptosis regulator","51283"
"209612_s_at",5.12e-05,5.79,1.36,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","125"
"229900_at",5.18e-05,-5.78,-1.09,"CD109","CD109 molecule","135228"
"229477_at",5.27e-05,-5.77,-0.606,"THRSP","thyroid hormone responsive","7069"
"238893_at",5.32e-05,5.76,1.17,"LINC00936","long intergenic non-protein coding RNA 936","338758"
"236826_at",5.33e-05,-5.76,-1.25,"TTC39B","tetratricopeptide repeat domain 39B","158219"
"222549_at",5.38e-05,-5.76,-2.42,"CLDN1","claudin 1","9076"
"219749_at",5.54e-05,-5.74,-1.32,"SH2D4A","SH2 domain containing 4A","63898"
"204724_s_at",5.55e-05,5.74,3.06,"COL9A3","collagen type IX alpha 3 chain","1299"
"220204_s_at",5.65e-05,5.73,1.17,"BMP8A","bone morphogenetic protein 8a","353500"
"221530_s_at",5.68e-05,-5.73,-1.39,"BHLHE41","basic helix-loop-helix family member e41","79365"
"221675_s_at",5.68e-05,-5.73,-0.748,"CHPT1","choline phosphotransferase 1","56994"
"230763_at",5.7e-05,5.72,0.832,"SPATA17","spermatogenesis associated 17","128153"
"243534_at",5.74e-05,-5.72,-0.768,"CC2D2B","coiled-coil and C2 domain containing 2B","387707"
"207047_s_at",5.8e-05,5.71,0.997,"CLCNKB///CLCNKA","chloride voltage-gated channel Kb///chloride voltage-gated channel Ka","1188///1187"
