"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"201868_s_at",2.13e-11,7.4962603,0.67203631,"TBL1X","transducin (beta)-like 1X-linked","6907"
"229888_at",2.14e-11,7.4956065,0.69154117,"C12orf60","chromosome 12 open reading frame 60","144608"
"1556061_at",2.14e-11,7.4953207,0.6040647,"RPP30","ribonuclease P/MRP subunit p30","10556"
"208680_at",2.15e-11,7.4944874,0.55740987,"PRDX1","peroxiredoxin 1","5052"
"219233_s_at",2.15e-11,-7.4942496,-0.79393717,"GSDMB","gasdermin B","55876"
"210841_s_at",2.17e-11,-7.4921141,-0.41860244,"NRP2","neuropilin 2","8828"
"242274_x_at",2.2e-11,7.4899248,0.93814251,"SLC25A42","solute carrier family 25 member 42","284439"
"229927_at",2.2e-11,-7.4895544,-1.59025999,"LEMD1","LEM domain containing 1","93273"
"222986_s_at",2.2e-11,-7.489353,-0.38740549,"SHISA5","shisa family member 5","51246"
"230185_at",2.21e-11,7.4888584,0.95897832,"THAP9","THAP domain containing 9","79725"
"219010_at",2.22e-11,-7.4878557,-1.42418209,"C1orf106","chromosome 1 open reading frame 106","55765"
"221480_at",2.23e-11,7.4867601,0.80690437,"HNRNPD","heterogeneous nuclear ribonucleoprotein D","3184"
"206959_s_at",2.23e-11,7.486594,0.70298312,"UPF3A","UPF3 regulator of nonsense transcripts homolog A (yeast)","65110"
"213547_at",2.24e-11,7.4858502,0.67846152,"CAND2","cullin associated and neddylation dissociated 2 (putative)","23066"
"220107_s_at",2.26e-11,7.4838592,0.88092068,"ZC2HC1C","zinc finger C2HC-type containing 1C","79696"
"203576_at",2.28e-11,7.4828559,0.48729864,"BCAT2","branched chain amino acid transaminase 2","587"
"209515_s_at",2.3e-11,-7.4810153,-1.31456392,"RAB27A","RAB27A, member RAS oncogene family","5873"
"238992_at",2.3e-11,7.4809834,1.14859682,"POLI","DNA polymerase iota","11201"
"224427_s_at",2.31e-11,7.4802315,0.61802311,"PAPOLG","poly(A) polymerase gamma","64895"
"206838_at",2.31e-11,-7.4799719,-0.34336344,"TBX19","T-box 19","9095"
"215856_at",2.32e-11,-7.4786784,-1.5953802,"SIGLEC15","sialic acid binding Ig like lectin 15","284266"
"218960_at",2.33e-11,-7.4784063,-1.42106499,"TMPRSS4","transmembrane protease, serine 4","56649"
"89977_at",2.35e-11,7.47676,0.58879291,"ACSM5","acyl-CoA synthetase medium-chain family member 5","54988"
"215023_s_at",2.36e-11,7.4756796,0.55491639,"PEX1","peroxisomal biogenesis factor 1","5189"
"221552_at",2.36e-11,7.4754316,0.46608424,"ABHD6","abhydrolase domain containing 6","57406"
"219966_x_at",2.36e-11,7.4754284,0.38837441,"BANP","BTG3 associated nuclear protein","54971"
"230349_at",2.38e-11,-7.4736221,-0.9997091,"XKRX","XK related, X-linked","402415"
"1555950_a_at",2.39e-11,-7.4734338,-1.15720635,"CD55","CD55 molecule (Cromer blood group)","1604"
"229218_at",2.39e-11,-7.4733565,-2.00484811,"COL1A2","collagen type I alpha 2 chain","1278"
"234317_s_at",2.39e-11,7.4732617,1.02619736,"STOX2","storkhead box 2","56977"
"236124_at",2.4e-11,7.4721454,0.53622058,"LOC153546","uncharacterized LOC153546","153546"
"227162_at",2.43e-11,7.4700571,0.70481185,"ZBTB26","zinc finger and BTB domain containing 26","57684"
"235785_at",2.43e-11,7.4699927,0.62399862,"","",""
"210190_at",2.43e-11,7.4696824,0.68895427,"STX11","syntaxin 11","8676"
"1552514_at",2.43e-11,7.4695275,0.61837444,"WBP2NL","WBP2 N-terminal like","164684"
"225867_at",2.44e-11,-7.4688759,-0.85694631,"VASN","vasorin","114990"
"240836_at",2.46e-11,7.4671361,0.4541972,"ZNF19","zinc finger protein 19","7567"
"1554522_at",2.47e-11,7.4665299,0.47945682,"CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2","54805"
"218509_at",2.47e-11,-7.4663726,-0.38934335,"PLPPR2","phospholipid phosphatase related 2","64748"
"204480_s_at",2.48e-11,-7.4660084,-0.86305038,"C9orf16","chromosome 9 open reading frame 16","79095"
"242003_at",2.49e-11,7.4649148,0.87471062,"ERICH1","glutamate rich 1","157697"
"230269_at",2.5e-11,7.464209,0.61169166,"B3GALT5","beta-1,3-galactosyltransferase 5","10317"
"226271_at",2.5e-11,7.4638347,0.53089841,"GDAP1","ganglioside induced differentiation associated protein 1","54332"
"209361_s_at",2.52e-11,-7.4623414,-0.40694527,"PCBP4","poly(rC) binding protein 4","57060"
"241884_at",2.54e-11,-7.4610262,-1.32264117,"","",""
"220161_s_at",2.55e-11,7.4602198,1.86351815,"EPB41L4B","erythrocyte membrane protein band 4.1 like 4B","54566"
"215867_x_at",2.55e-11,-7.4599005,-1.89129512,"CA12","carbonic anhydrase 12","771"
"1554599_x_at",2.56e-11,7.4593796,0.61730782,"LIG3","DNA ligase 3","3980"
"200832_s_at",2.58e-11,-7.4578034,-1.7934657,"SCD","stearoyl-CoA desaturase","6319"
"229812_at",2.59e-11,7.4570515,0.65419213,"USP48","ubiquitin specific peptidase 48","84196"
"227094_at",2.6e-11,7.4564136,0.65189139,"DHTKD1","dehydrogenase E1 and transketolase domain containing 1","55526"
"240436_at",2.6e-11,7.4561164,0.63994618,"MIPEPP3","mitochondrial intermediate peptidase pseudogene 3","650794"
"230248_x_at",2.61e-11,7.4556724,0.64579494,"","",""
"200895_s_at",2.61e-11,7.4550687,0.48844966,"FKBP4","FK506 binding protein 4","2288"
"243109_at",2.62e-11,-7.4547233,-1.50312487,"MCTP2","multiple C2 and transmembrane domain containing 2","55784"
"241826_x_at",2.64e-11,7.452681,0.58311358,"ZNF738","zinc finger protein 738","148203"
"233364_s_at",2.66e-11,-7.4513564,-1.37227531,"","",""
"231508_s_at",2.67e-11,7.4508786,0.53234877,"","",""
"210638_s_at",2.67e-11,7.450663,0.50559836,"FBXO9","F-box protein 9","26268"
"214096_s_at",2.68e-11,-7.4502867,-0.7219489,"SHMT2","serine hydroxymethyltransferase 2","6472"
"1557353_at",2.69e-11,7.449565,0.6631316,"","",""
"232116_at",2.7e-11,-7.4483383,-0.86399973,"GRHL3","grainyhead like transcription factor 3","57822"
"238844_s_at",2.7e-11,7.4482676,0.76265722,"NPHP1","nephrocystin 1","4867"
"222175_s_at",2.71e-11,-7.4475465,-0.42122042,"MED15","mediator complex subunit 15","51586"
"201999_s_at",2.74e-11,7.4455752,0.54149946,"DYNLT1","dynein light chain Tctex-type 1","6993"
"211456_x_at",2.75e-11,7.4445951,0.8920085,"MT1HL1","metallothionein 1H-like 1","645745"
"208763_s_at",2.75e-11,7.4444534,0.79420355,"TSC22D3","TSC22 domain family member 3","1831"
"217047_s_at",2.77e-11,7.4434202,0.97477117,"FAM13A","family with sequence similarity 13 member A","10144"
"202113_s_at",2.78e-11,7.4422714,0.62989602,"SNX2","sorting nexin 2","6643"
"227194_at",2.79e-11,7.4418439,1.7086159,"FAM3B","family with sequence similarity 3 member B","54097"
"219455_at",2.8e-11,7.4408569,0.57927258,"CFAP69","cilia and flagella associated protein 69","79846"
"219234_x_at",2.82e-11,7.4400793,0.80950035,"SCRN3","secernin 3","79634"
"223412_at",2.82e-11,7.4398722,1.07928509,"KBTBD7","kelch repeat and BTB domain containing 7","84078"
"1559681_a_at",2.85e-11,7.4378348,0.46136608,"LOC101930303///LOC101930301///TRIM16L","uncharacterized LOC101930303///uncharacterized LOC101930301///tripartite motif containing 16-like","101930303///101930301///147166"
"203990_s_at",2.85e-11,7.4374285,0.72197358,"KDM6A","lysine demethylase 6A","7403"
"222445_at",2.86e-11,7.4365881,0.39815476,"SLC39A9","solute carrier family 39 member 9","55334"
"223204_at",2.87e-11,-7.436544,-0.84229276,"FAM198B","family with sequence similarity 198 member B","51313"
"233723_at",2.87e-11,7.4361906,1.33631662,"","",""
"1556136_at",2.88e-11,7.4357758,0.46699219,"MYLK4","myosin light chain kinase family member 4","340156"
"227105_at",2.88e-11,7.4355571,0.63476507,"CSPP1","centrosome and spindle pole associated protein 1","79848"
"233820_at",2.9e-11,-7.4344115,-0.5503759,"FAS","Fas cell surface death receptor","355"
"219113_x_at",2.91e-11,7.433664,0.79852853,"HSD17B14","hydroxysteroid 17-beta dehydrogenase 14","51171"
"225756_at",2.92e-11,-7.4326707,-0.46362388,"LOC400927-CSNK1E///CSNK1E","LOC400927-CSNK1E readthrough///casein kinase 1 epsilon","102800317///1454"
"1555854_at",2.92e-11,7.4324607,1.10227593,"LOC101930400///AKR1C2///AKR1C1","aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2///aldo-keto reductase family 1 member C1","101930400///1646///1645"
"221698_s_at",2.93e-11,-7.4320341,-1.66467355,"CLEC7A","C-type lectin domain family 7 member A","64581"
"207757_at",2.94e-11,7.4315166,0.62073511,"ZFP2","ZFP2 zinc finger protein","80108"
"1562139_a_at",2.94e-11,7.4311576,0.35634087,"FOXP2","forkhead box P2","93986"
"203456_at",2.95e-11,-7.4309214,-0.53114452,"PRAF2","PRA1 domain family member 2","11230"
"232282_at",2.96e-11,7.4300087,1.10724827,"WNK3","WNK lysine deficient protein kinase 3","65267"
"232086_at",2.97e-11,7.4295819,0.72222971,"PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3","5289"
"225912_at",2.97e-11,-7.4292225,-0.78787276,"TP53INP1","tumor protein p53 inducible nuclear protein 1","94241"
"1552425_a_at",3e-11,7.427268,0.40305037,"KLHL10","kelch like family member 10","317719"
"202103_at",3e-11,7.4272081,0.43359642,"BRD4","bromodomain containing 4","23476"
"243661_at",3.02e-11,7.4257169,0.82764169,"LOC285902///ZNF273","uncharacterized LOC285902///zinc finger protein 273","285902///10793"
"224365_s_at",3.05e-11,7.4240376,0.69348361,"TIGD7","tigger transposable element derived 7","91151"
"238731_at",3.08e-11,7.4220203,0.3093116,"SETDB2","SET domain bifurcated 2","83852"
"221452_s_at",3.08e-11,7.4218585,0.89417861,"TMEM14B","transmembrane protein 14B","81853"
"210277_at",3.08e-11,7.4218007,0.61156948,"AP4S1","adaptor related protein complex 4 sigma 1 subunit","11154"
"230752_at",3.09e-11,7.4214266,0.46594969,"","",""
"202601_s_at",3.09e-11,7.4213473,0.73357703,"HTATSF1","HIV-1 Tat specific factor 1","27336"
"220036_s_at",3.13e-11,-7.418703,-0.36256267,"LMBR1L","limb development membrane protein 1 like","55716"
"218681_s_at",3.14e-11,7.4180185,1.05944416,"SDF2L1","stromal cell derived factor 2 like 1","23753"
"211123_at",3.15e-11,7.4175057,0.60040087,"SLC5A5","solute carrier family 5 member 5","6528"
"210793_s_at",3.15e-11,7.4173518,0.63159444,"NUP98","nucleoporin 98","4928"
"223133_at",3.16e-11,7.4165778,0.77127049,"TMEM14B","transmembrane protein 14B","81853"
"203790_s_at",3.17e-11,7.416338,0.75436668,"RIDA","reactive intermediate imine deaminase A homolog","10247"
"228736_at",3.2e-11,7.4141334,0.53325378,"HELQ","helicase, POLQ-like","113510"
"232060_at",3.2e-11,-7.4140049,-1.50827347,"ROR1","receptor tyrosine kinase like orphan receptor 1","4919"
"227150_at",3.22e-11,7.413132,0.4692428,"MTF1","metal regulatory transcription factor 1","4520"
"237172_at",3.22e-11,7.4131122,0.34425114,"","",""
"203918_at",3.23e-11,-7.4125774,-0.35375448,"PCDH1","protocadherin 1","5097"
"235630_at",3.23e-11,7.4122443,0.44164664,"","",""
"241823_at",3.24e-11,7.4114687,0.72354737,"","",""
"218871_x_at",3.25e-11,-7.4111,-0.68926121,"CSGALNACT2","chondroitin sulfate N-acetylgalactosaminyltransferase 2","55454"
"227476_at",3.3e-11,7.4077709,0.68370083,"LPGAT1","lysophosphatidylglycerol acyltransferase 1","9926"
"202391_at",3.31e-11,-7.4075203,-1.04187972,"BASP1","brain abundant membrane attached signal protein 1","10409"
"1558622_a_at",3.31e-11,7.4072431,0.48025793,"ZNF548","zinc finger protein 548","147694"
"238146_at",3.33e-11,7.4061729,0.67254024,"","",""
"211383_s_at",3.34e-11,7.4057707,0.44570927,"WDR37","WD repeat domain 37","22884"
"229129_at",3.36e-11,7.4042397,0.74330714,"HNRNPD","heterogeneous nuclear ribonucleoprotein D","3184"
"212905_at",3.36e-11,7.4041364,0.60415155,"CSTF2T","cleavage stimulation factor subunit 2, tau variant","23283"
"224497_x_at",3.39e-11,7.4027956,0.82593697,"HSD17B14","hydroxysteroid 17-beta dehydrogenase 14","51171"
"222154_s_at",3.39e-11,-7.4026383,-0.5400687,"SPATS2L","spermatogenesis associated serine rich 2 like","26010"
"41856_at",3.4e-11,-7.4021525,-0.40453808,"UNC5B","unc-5 netrin receptor B","219699"
"226692_at",3.4e-11,7.4020889,0.80113686,"MIR1282///HYPK///SERF2","microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2","100302254///25764///10169"
"208581_x_at",3.4e-11,7.4018572,1.03135214,"MT1X","metallothionein 1X","4501"
"210185_at",3.4e-11,-7.4018211,-0.44386537,"CACNB1","calcium voltage-gated channel auxiliary subunit beta 1","782"
"221831_at",3.42e-11,-7.400593,-0.29898242,"LUZP1","leucine zipper protein 1","7798"
"226047_at",3.44e-11,-7.3997672,-0.58997231,"MRVI1","murine retrovirus integration site 1 homolog","10335"
"220144_s_at",3.45e-11,7.3990734,0.71939091,"ANKEF1","ankyrin repeat and EF-hand domain containing 1","63926"
"241395_at",3.45e-11,7.3990011,0.61146278,"NIT1","nitrilase 1","4817"
"235876_at",3.45e-11,7.3988996,0.42854029,"TMEM218","transmembrane protein 218","219854"
"221998_s_at",3.45e-11,7.3988515,0.41127299,"VRK3","vaccinia related kinase 3","51231"
"230591_at",3.46e-11,7.3985521,0.61302111,"LOC729887","uncharacterized LOC729887","729887"
"218543_s_at",3.46e-11,-7.3985108,-0.68221019,"PARP12","poly(ADP-ribose) polymerase family member 12","64761"
"201295_s_at",3.48e-11,-7.3974681,-1.24489469,"WSB1","WD repeat and SOCS box containing 1","26118"
"242065_x_at",3.48e-11,7.397246,0.36947824,"IDI1","isopentenyl-diphosphate delta isomerase 1","3422"
"229697_at",3.49e-11,7.396947,0.39924167,"HIRIP3","HIRA interacting protein 3","8479"
"225124_at",3.49e-11,-7.3968498,-0.58480211,"PPP1R9B","protein phosphatase 1 regulatory subunit 9B","84687"
"211890_x_at",3.51e-11,-7.3958206,-0.97287142,"CAPN3","calpain 3","825"
"201021_s_at",3.54e-11,7.393709,0.57891653,"DSTN","destrin, actin depolymerizing factor","11034"
"226722_at",3.55e-11,-7.3933301,-0.80535167,"FAM20C","family with sequence similarity 20 member C","56975"
"1555881_s_at",3.55e-11,-7.3933117,-0.49538718,"LZTS2","leucine zipper tumor suppressor 2","84445"
"219949_at",3.55e-11,7.3932685,1.76090777,"LRRC2","leucine rich repeat containing 2","79442"
"230706_s_at",3.56e-11,-7.3925658,-0.55291437,"CAMK2N2","calcium/calmodulin dependent protein kinase II inhibitor 2","94032"
"242890_at",3.57e-11,-7.3924303,-0.94329299,"","",""
"210650_s_at",3.58e-11,7.3918519,0.9539897,"PCLO","piccolo presynaptic cytomatrix protein","27445"
"224670_at",3.61e-11,7.3899657,0.44459501,"SYS1","Sys1 golgi trafficking protein","90196"
"202389_s_at",3.61e-11,-7.3899506,-0.41782709,"HTT","huntingtin","3064"
"201926_s_at",3.63e-11,-7.3890694,-1.12347046,"CD55","CD55 molecule (Cromer blood group)","1604"
"209624_s_at",3.64e-11,7.3881435,0.62823993,"MCCC2","methylcrotonoyl-CoA carboxylase 2","64087"
"219128_at",3.65e-11,7.3876206,0.41729688,"C2orf42","chromosome 2 open reading frame 42","54980"
"208937_s_at",3.66e-11,7.3873633,1.28514547,"ID1","inhibitor of DNA binding 1, HLH protein","3397"
"226610_at",3.66e-11,7.3869348,1.13008144,"CENPV","centromere protein V","201161"
"217943_s_at",3.68e-11,-7.3861857,-0.55676822,"MAP7D1","MAP7 domain containing 1","55700"
"240806_at",3.68e-11,7.38604,0.78128809,"RPL15","ribosomal protein L15","6138"
"229655_at",3.69e-11,-7.3854101,-0.43801448,"FAM19A5","family with sequence similarity 19 member A5, C-C motif chemokine like","25817"
"237468_at",3.69e-11,7.3853787,0.36247364,"","",""
"243021_at",3.69e-11,-7.3852722,-1.04590668,"LOC102724312","uncharacterized LOC102724312","102724312"
"223240_at",3.7e-11,7.3848921,0.57832191,"FBXO8","F-box protein 8","26269"
"236826_at",3.73e-11,-7.3831996,-0.80754918,"TTC39B","tetratricopeptide repeat domain 39B","158219"
"203202_at",3.77e-11,7.381109,0.33724479,"KRR1","KRR1, small subunit processome component homolog","11103"
"228714_at",3.79e-11,7.3801015,0.64289584,"LOC101927027","uncharacterized LOC101927027","101927027"
"202188_at",3.82e-11,7.3786245,0.51816967,"NUP93","nucleoporin 93","9688"
"209500_x_at",3.83e-11,-7.3782625,-0.70100336,"TNFSF12-TNFSF13///TNFSF13","TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 13","407977///8741"
"228190_at",3.83e-11,7.3779401,0.51626685,"ATG4C","autophagy related 4C cysteine peptidase","84938"
"210292_s_at",3.86e-11,7.3764285,0.70011669,"PCDH11Y///PCDH11X","protocadherin 11 Y-linked///protocadherin 11 X-linked","83259///27328"
"238753_at",3.87e-11,7.3760073,0.428132,"NCS1","neuronal calcium sensor 1","23413"
"213924_at",3.87e-11,7.3759676,1.13008187,"GNAL","G protein subunit alpha L","2774"
"219620_x_at",3.87e-11,-7.375824,-0.5226585,"TOR4A","torsin family 4 member A","54863"
"226568_at",3.88e-11,-7.3755369,-0.76486593,"FAM102B","family with sequence similarity 102 member B","284611"
"231538_at",3.89e-11,7.3749975,0.60904221,"C11orf1","chromosome 11 open reading frame 1","64776"
"1554606_at",3.9e-11,7.3744049,0.6546489,"CEP120","centrosomal protein 120","153241"
"229912_at",3.91e-11,-7.3740761,-1.47383722,"SDK1","sidekick cell adhesion molecule 1","221935"
"204800_s_at",3.91e-11,7.3739648,0.81886291,"DHRS12","dehydrogenase/reductase 12","79758"
"225403_at",3.92e-11,7.3730651,0.33641614,"RPP25L","ribonuclease P/MRP subunit p25 like","138716"
"224679_at",3.93e-11,7.3729102,0.42963172,"MESDC2","mesoderm development candidate 2","23184"
"218615_s_at",3.95e-11,7.37192,0.43039012,"TMEM39A","transmembrane protein 39A","55254"
"227276_at",3.97e-11,-7.3707984,-0.59203329,"PLXDC2","plexin domain containing 2","84898"
"227969_at",3.97e-11,7.370748,0.54653319,"PCBP1-AS1","PCBP1 antisense RNA 1","400960"
"238907_at",3.98e-11,7.3702341,0.81269441,"ZNF780A","zinc finger protein 780A","284323"
"226101_at",4e-11,7.3693886,0.6506497,"PRKCE","protein kinase C epsilon","5581"
"229786_at",4.01e-11,7.3688923,0.40843182,"RWDD2A","RWD domain containing 2A","112611"
"232038_at",4.02e-11,7.3683795,0.74931134,"TBC1D32","TBC1 domain family member 32","221322"
"206175_x_at",4.02e-11,7.3681544,0.46266369,"ZNF222","zinc finger protein 222","7673"
"1557265_at",4.03e-11,7.3679342,0.46887867,"","",""
"230964_at",4.03e-11,7.36785,1.8424238,"FREM2","FRAS1 related extracellular matrix protein 2","341640"
"1555890_at",4.03e-11,7.367667,1.17282162,"LOC101928605///OR2A1-AS1///OR2A9P///OR2A20P","uncharacterized LOC101928605///OR2A1 antisense RNA 1///olfactory receptor family 2 subfamily A member 9 pseudogene///olfactory receptor family 2 subfamily A member 20 pseudogene","101928605///101928492///441295///401428"
"201853_s_at",4.04e-11,-7.3673258,-0.73691763,"CDC25B","cell division cycle 25B","994"
"203491_s_at",4.05e-11,7.3666916,0.63870134,"CEP57","centrosomal protein 57","9702"
"230518_at",4.1e-11,-7.3643865,-1.70858966,"MPZL2","myelin protein zero like 2","10205"
"1556220_at",4.1e-11,7.3643123,0.92538585,"","",""
"222251_s_at",4.12e-11,7.3634496,0.46097116,"GMEB2","glucocorticoid modulatory element binding protein 2","26205"
"218022_at",4.12e-11,7.3633795,0.36883,"VRK3","vaccinia related kinase 3","51231"
"220287_at",4.13e-11,-7.3625983,-1.00593898,"ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9","56999"
"239847_at",4.14e-11,7.3623505,1.1335379,"","",""
"1556989_at",4.15e-11,-7.3620031,-1.48344666,"","",""
"223009_at",4.15e-11,7.3619678,0.45501006,"LAMTOR1","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1","55004"
"211593_s_at",4.16e-11,-7.361241,-0.39024701,"MAST2","microtubule associated serine/threonine kinase 2","23139"
"1556414_at",4.21e-11,7.3589928,0.41797185,"LINC00515","long intergenic non-protein coding RNA 515","282566"
"220085_at",4.21e-11,-7.3589191,-0.96719164,"HELLS","helicase, lymphoid-specific","3070"
"214016_s_at",4.23e-11,-7.3579482,-0.67121027,"SFPQ","splicing factor proline and glutamine rich","6421"
"229594_at",4.24e-11,7.3576399,0.40211744,"SPTY2D1","SPT2 chromatin protein domain containing 1","144108"
"232770_at",4.24e-11,-7.3573846,-0.60261494,"TUSC3","tumor suppressor candidate 3","7991"
"239952_at",4.29e-11,-7.3550695,-0.72592813,"ZEB1","zinc finger E-box binding homeobox 1","6935"
"219480_at",4.32e-11,7.3539014,0.59463461,"SNAI1","snail family transcriptional repressor 1","6615"
"240095_at",4.32e-11,7.3537088,0.56969313,"","",""
"214252_s_at",4.33e-11,7.3533605,1.02138041,"CLN5","ceroid-lipofuscinosis, neuronal 5","1203"
"242218_at",4.35e-11,7.3522848,0.51631696,"PPARD","peroxisome proliferator activated receptor delta","5467"
"225037_at",4.37e-11,-7.3511791,-0.34915321,"SLC35C2","solute carrier family 35 member C2","51006"
"224591_at",4.44e-11,7.3483153,0.39779793,"HP1BP3","heterochromatin protein 1 binding protein 3","50809"
"210916_s_at",4.47e-11,-7.3467485,-0.91854038,"CD44","CD44 molecule (Indian blood group)","960"
"241858_at",4.5e-11,7.3455846,1.00846079,"TNNI3K","TNNI3 interacting kinase","51086"
"1553998_at",4.5e-11,7.3453985,0.94194032,"DMRTC1B///DMRTC1","DMRT like family C1B///DMRT like family C1","728656///63947"
"223226_x_at",4.52e-11,-7.3446533,-0.46851124,"SSBP4","single stranded DNA binding protein 4","170463"
"222624_s_at",4.52e-11,7.344485,0.65407033,"ZNF639","zinc finger protein 639","51193"
"225224_at",4.53e-11,-7.3440841,-0.54024724,"NOL4L","nucleolar protein 4 like","140688"
"213315_x_at",4.54e-11,7.3435573,0.47528956,"CXorf40A","chromosome X open reading frame 40A","91966"
"222453_at",4.54e-11,7.3435177,0.89833366,"CYBRD1","cytochrome b reductase 1","79901"
"217398_x_at",4.55e-11,-7.3432593,-0.36740757,"GAPDH","glyceraldehyde-3-phosphate dehydrogenase","2597"
"203599_s_at",4.56e-11,7.3429763,0.47920013,"WBP4","WW domain binding protein 4","11193"
"236128_at",4.56e-11,7.3428185,0.75243642,"ZNF91","zinc finger protein 91","7644"
"204159_at",4.59e-11,-7.3415903,-1.1521566,"CDKN2C","cyclin dependent kinase inhibitor 2C","1031"
"1554004_a_at",4.62e-11,7.340251,0.83734301,"ARHGEF28","Rho guanine nucleotide exchange factor 28","64283"
"225470_at",4.63e-11,7.3398172,0.48204679,"NUP35","nucleoporin 35","129401"
"200746_s_at",4.64e-11,-7.3392905,-0.27662387,"GNB1","G protein subunit beta 1","2782"
"220919_s_at",4.64e-11,7.3390852,0.323684,"CFAP43","cilia and flagella associated protein 43","80217"
"227674_at",4.65e-11,7.3389051,0.70947271,"ZNF585A","zinc finger protein 585A","199704"
"224796_at",4.65e-11,-7.3387939,-0.69346106,"ASAP1","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1","50807"
"203335_at",4.68e-11,7.3374651,0.93198103,"PHYH","phytanoyl-CoA 2-hydroxylase","5264"
"203342_at",4.69e-11,7.3371722,0.49267258,"TIMM17B","translocase of inner mitochondrial membrane 17 homolog B (yeast)","10245"
"212950_at",4.69e-11,-7.3369939,-1.03053443,"ADGRF5","adhesion G protein-coupled receptor F5","221395"
"213166_x_at",4.7e-11,7.336475,0.45929738,"MIR4784///MZT2A///MZT2B","microRNA 4784///mitotic spindle organizing protein 2A///mitotic spindle organizing protein 2B","100616378///653784///80097"
"207362_at",4.71e-11,7.3362018,0.38193717,"SLC30A4","solute carrier family 30 member 4","7782"
"216452_at",4.71e-11,7.3361426,0.82824895,"TRPM3","transient receptor potential cation channel subfamily M member 3","80036"
"238750_at",4.72e-11,7.3357438,1.23216139,"CCL28","C-C motif chemokine ligand 28","56477"
"202903_at",4.73e-11,7.3353276,0.87420911,"LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated","23658"
"205943_at",4.74e-11,-7.3350368,-2.08476776,"TDO2","tryptophan 2,3-dioxygenase","6999"
"1320_at",4.77e-11,7.3334615,0.56880584,"PTPN21","protein tyrosine phosphatase, non-receptor type 21","11099"
"243785_at",4.78e-11,7.333166,1.03860814,"LOC100272217","uncharacterized LOC100272217","100272217"
"91703_at",4.81e-11,-7.3317961,-0.70547087,"EHBP1L1","EH domain binding protein 1 like 1","254102"
"218306_s_at",4.82e-11,7.3316875,0.47832722,"HERC1","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1","8925"
"241745_at",4.83e-11,7.3312267,1.07353329,"LOC100507557","uncharacterized LOC100507557","100507557"
"225198_at",4.84e-11,7.3305984,0.6167523,"VAPA","VAMP associated protein A","9218"
"205094_at",4.85e-11,7.3302693,0.55818133,"PEX12","peroxisomal biogenesis factor 12","5193"
"219065_s_at",4.86e-11,-7.329752,-0.5859329,"DPY30///MEMO1","dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1","84661///51072"
"1559020_a_at",4.9e-11,-7.3282182,-0.86867676,"","",""
"1552430_at",4.91e-11,7.3279656,0.39240934,"WDR17","WD repeat domain 17","116966"
"1552573_s_at",4.93e-11,7.3271826,0.41406842,"MIPOL1","mirror-image polydactyly 1","145282"
"235993_at",4.96e-11,7.3256004,0.35445627,"PSMF1","proteasome inhibitor subunit 1","9491"
"205003_at",4.98e-11,-7.3249064,-0.96196424,"DOCK4","dedicator of cytokinesis 4","9732"
"212816_s_at",4.98e-11,7.3248949,0.94731352,"CBS","cystathionine-beta-synthase","875"
"203542_s_at",5e-11,7.3241818,0.75104221,"KLF9","Kruppel like factor 9","687"
"205222_at",5.02e-11,7.3234622,0.70186489,"EHHADH","enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase","1962"
"208510_s_at",5.03e-11,7.3228544,0.85769961,"PPARG","peroxisome proliferator activated receptor gamma","5468"
"228274_at",5.07e-11,7.3214399,0.88346649,"SDSL","serine dehydratase like","113675"
"237419_at",5.09e-11,7.3204111,0.63226646,"","",""
"201172_x_at",5.1e-11,7.3202191,0.33360296,"ATP6V0E1","ATPase H+ transporting V0 subunit e1","8992"
"1552695_a_at",5.1e-11,-7.3201534,-0.56496478,"SLC2A13","solute carrier family 2 member 13","114134"
"228547_at",5.1e-11,7.3201345,0.36877389,"NRXN1","neurexin 1","9378"
"224210_s_at",5.1e-11,7.3200119,0.96111185,"PXMP4","peroxisomal membrane protein 4","11264"
"228943_at",5.1e-11,7.3199627,0.45877178,"MAP6","microtubule associated protein 6","4135"
"220417_s_at",5.11e-11,7.3197193,0.40257233,"THAP4","THAP domain containing 4","51078"
"222018_at",5.14e-11,-7.318438,-0.82738704,"NACA","nascent polypeptide-associated complex alpha subunit","4666"
"203611_at",5.16e-11,7.3178669,0.50490305,"TERF2","telomeric repeat binding factor 2","7014"
"206363_at",5.17e-11,7.3172873,0.58342207,"MAF","MAF bZIP transcription factor","4094"
"226844_at",5.19e-11,7.3166191,0.99804945,"MOB3B","MOB kinase activator 3B","79817"
