"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"205538_at",7.59e-05,-4.9979877,-0.744042,"CORO2A","coronin 2A","7464"
"210841_s_at",7.6e-05,-4.9973443,-0.41702277,"NRP2","neuropilin 2","8828"
"1568777_at",7.6e-05,4.9973403,0.49317387,"EML5","echinoderm microtubule associated protein like 5","161436"
"205455_at",7.6e-05,-4.9971929,-0.58137676,"MST1R","macrophage stimulating 1 receptor","4486"
"230645_at",7.62e-05,-4.9965278,-1.72467063,"FRMD3","FERM domain containing 3","257019"
"218711_s_at",7.66e-05,4.9942362,1.51637368,"SDPR","serum deprivation response","8436"
"229970_at",7.67e-05,4.9931402,0.74538166,"KBTBD7","kelch repeat and BTB domain containing 7","84078"
"225311_at",7.68e-05,4.9926121,0.54045584,"IVD","isovaleryl-CoA dehydrogenase","3712"
"231179_at",7.71e-05,4.9910165,1.3335195,"IP6K3","inositol hexakisphosphate kinase 3","117283"
"221425_s_at",7.74e-05,4.9895421,0.65991481,"ISCA1","iron-sulfur cluster assembly 1","81689"
"239407_at",7.74e-05,4.9893885,0.65875064,"PAXBP1-AS1","PAXBP1 antisense RNA 1","100506215"
"218796_at",7.74e-05,4.989381,0.63641075,"FERMT1","fermitin family member 1","55612"
"220723_s_at",7.74e-05,4.9892749,1.60156595,"CWH43","cell wall biogenesis 43 C-terminal homolog","80157"
"227337_at",7.74e-05,4.9891185,1.77452734,"ANKRD37","ankyrin repeat domain 37","353322"
"239343_at",7.75e-05,4.9888841,0.61498083,"LOC728705///TMEM263","uncharacterized LOC728705///transmembrane protein 263","728705///90488"
"226758_at",7.77e-05,4.9877522,0.4077017,"LUC7L2","LUC7 like 2, pre-mRNA splicing factor","51631"
"220133_at",7.78e-05,4.9872325,0.91391985,"ODAM","odontogenic, ameloblast asssociated","54959"
"227298_at",7.79e-05,4.9866399,0.5572941,"TRAM2-AS1","TRAM2 antisense RNA 1 (head to head)","401264"
"1554921_a_at",7.79e-05,-4.9862879,-1.09347683,"SCEL","sciellin","8796"
"225543_at",7.8e-05,4.9857755,0.43077882,"GTF3C4","general transcription factor IIIC subunit 4","9329"
"204143_s_at",7.81e-05,4.9854358,0.76520015,"ENOSF1","enolase superfamily member 1","55556"
"202325_s_at",7.82e-05,4.9847709,0.38468015,"ATP5J","ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6","522"
"244675_at",7.85e-05,4.9829004,1.77237828,"RGS8","regulator of G-protein signaling 8","85397"
"205463_s_at",7.86e-05,-4.9825912,-0.82129227,"PDGFA","platelet derived growth factor subunit A","5154"
"207871_s_at",7.87e-05,4.982087,0.77119331,"MIR6132///ST7-OT3///ST7","microRNA 6132///ST7 overlapping transcript 3///suppression of tumorigenicity 7","102466616///93655///7982"
"207023_x_at",7.88e-05,4.9815568,0.57460688,"KRT10","keratin 10","3858"
"59697_at",7.89e-05,-4.981062,-0.76374318,"RAB15","RAB15, member RAS oncogene family","376267"
"202679_at",7.89e-05,-4.9808988,-1.0550154,"NPC1","NPC intracellular cholesterol transporter 1","4864"
"236709_at",7.91e-05,-4.9799678,-0.80788882,"LINC01314","long intergenic non-protein coding RNA 1314","100996492"
"219268_at",7.92e-05,-4.9790859,-0.7327447,"ETNK2","ethanolamine kinase 2","55224"
"222396_at",7.93e-05,-4.9788379,-0.64738184,"HN1","hematological and neurological expressed 1","51155"
"1557966_x_at",7.93e-05,4.9786609,0.63294227,"MTERF4","mitochondrial transcription termination factor 4","130916"
"213082_s_at",7.93e-05,4.9783818,0.65045286,"SLC35D2","solute carrier family 35 member D2","11046"
"1568593_a_at",7.94e-05,4.9780083,0.66673079,"NUDT16P1","nudix hydrolase 16 pseudogene 1","152195"
"226193_x_at",8e-05,4.9748747,0.67345407,"CBWD7///CBWD6///CBWD3///CBWD5///CBWD2///CBWD1","COBW domain containing 7///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1","728013///644019///445571///220869///150472///55871"
"216241_s_at",8.02e-05,4.973543,0.42209987,"TCEA1","transcription elongation factor A1","6917"
"229351_at",8.06e-05,4.9712292,0.52739733,"USP49","ubiquitin specific peptidase 49","25862"
"243_g_at",8.08e-05,-4.9704152,-0.47759615,"MAP4","microtubule associated protein 4","4134"
"219115_s_at",8.09e-05,4.9700524,0.59610163,"IL20RA","interleukin 20 receptor subunit alpha","53832"
"203860_at",8.09e-05,4.9699115,0.4203139,"PCCA","propionyl-CoA carboxylase alpha subunit","5095"
"226735_at",8.09e-05,4.9696745,0.61238393,"TAPT1","transmembrane anterior posterior transformation 1","202018"
"224751_at",8.1e-05,4.9693045,0.78037625,"LOC101930655///C7orf73","uncharacterized LOC101930655///chromosome 7 open reading frame 73","101930655///647087"
"209124_at",8.11e-05,-4.9686217,-0.50766347,"MYD88","myeloid differentiation primary response 88","4615"
"219181_at",8.12e-05,4.9679656,1.1816784,"LIPG","lipase G, endothelial type","9388"
"212858_at",8.16e-05,-4.9661975,-0.44291692,"PAQR4","progestin and adipoQ receptor family member 4","124222"
"240552_at",8.16e-05,-4.9661656,-0.64645598,"","",""
"229742_at",8.16e-05,4.9657555,0.6144804,"C15orf61","chromosome 15 open reading frame 61","145853"
"210644_s_at",8.23e-05,-4.9624349,-0.54474874,"LAIR1","leukocyte associated immunoglobulin like receptor 1","3903"
"205066_s_at",8.25e-05,4.9613598,0.5319552,"ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1","5167"
"226888_at",8.26e-05,4.9603941,0.39317438,"CSNK1G1","casein kinase 1 gamma 1","53944"
"218167_at",8.29e-05,4.95886,0.40172471,"AMZ2","archaelysin family metallopeptidase 2","51321"
"225132_at",8.3e-05,4.9585572,0.72712615,"FBXL3","F-box and leucine rich repeat protein 3","26224"
"1553938_a_at",8.31e-05,-4.9580583,-0.56921985,"STK32A","serine/threonine kinase 32A","202374"
"205943_at",8.32e-05,-4.95757,-0.49324332,"TDO2","tryptophan 2,3-dioxygenase","6999"
"229111_at",8.32e-05,4.9572813,0.4672348,"","",""
"242855_at",8.34e-05,-4.9564619,-0.47700573,"KCP","kielin/chordin-like protein","375616"
"212803_at",8.34e-05,-4.9561751,-1.16925593,"NAB2","NGFI-A binding protein 2","4665"
"219455_at",8.35e-05,4.9558082,0.59923525,"CFAP69","cilia and flagella associated protein 69","79846"
"228291_s_at",8.36e-05,4.9552229,0.94188652,"KIZ","kizuna centrosomal protein","55857"
"220168_at",8.4e-05,4.9529636,0.83753457,"CASC1","cancer susceptibility candidate 1","55259"
"225201_s_at",8.41e-05,-4.9525854,-0.63571604,"MRPL14","mitochondrial ribosomal protein L14","64928"
"214281_s_at",8.41e-05,4.9525734,0.55499506,"RCHY1","ring finger and CHY zinc finger domain containing 1","25898"
"224975_at",8.41e-05,4.9523926,0.9295452,"NFIA","nuclear factor I A","4774"
"201964_at",8.42e-05,4.9520673,0.75348301,"SETX","senataxin","23064"
"214635_at",8.44e-05,-4.9511444,-0.63973902,"CLDN9","claudin 9","9080"
"212397_at",8.44e-05,4.9509384,0.74974508,"RDX","radixin","5962"
"218900_at",8.44e-05,4.9508654,0.55767681,"CNNM4","cyclin and CBS domain divalent metal cation transport mediator 4","26504"
"217940_s_at",8.54e-05,4.9460917,0.47854269,"NAXD","NAD(P)HX dehydratase","55739"
"235174_s_at",8.56e-05,4.9448462,0.81327709,"LINC01003","long intergenic non-protein coding RNA 1003","100128822"
"208942_s_at",8.57e-05,4.944172,0.47480008,"SEC62","SEC62 homolog, preprotein translocation factor","7095"
"242945_at",8.59e-05,-4.94348,-1.20484965,"FAM20A","family with sequence similarity 20 member A","54757"
"234439_at",8.62e-05,-4.9419412,-0.34008073,"","",""
"204600_at",8.62e-05,-4.9418552,-0.60199274,"EPHB3","EPH receptor B3","2049"
"202365_at",8.65e-05,4.9402811,0.55136788,"UNC119B","unc-119 lipid binding chaperone B","84747"
"241404_at",8.66e-05,4.9396498,0.68115173,"","",""
"208846_s_at",8.68e-05,4.9388002,0.9259961,"VDAC3","voltage dependent anion channel 3","7419"
"200697_at",8.7e-05,4.937851,0.65483857,"HK1","hexokinase 1","3098"
"242442_x_at",8.71e-05,4.9370802,0.53359717,"TRMT10A","tRNA methyltransferase 10A","93587"
"227373_at",8.72e-05,4.9364861,0.69795178,"ATXN1L","ataxin 1 like","342371"
"1553043_a_at",8.77e-05,-4.9339461,-0.5776069,"CD300LF","CD300 molecule like family member f","146722"
"215945_s_at",8.8e-05,4.9327107,0.59601144,"TRIM2","tripartite motif containing 2","23321"
"235282_at",8.8e-05,4.9325998,0.62279669,"LOC102724532///SP2-AS1","uncharacterized LOC102724532///SP2 antisense RNA 1","102724532///100506325"
"231033_at",8.81e-05,-4.9321846,-0.41119461,"DSC2","desmocollin 2","1824"
"242064_at",8.82e-05,4.9316033,0.61966803,"SDK2","sidekick cell adhesion molecule 2","54549"
"218637_at",8.83e-05,4.9310466,0.63436306,"IMPACT","impact RWD domain protein","55364"
"206461_x_at",8.83e-05,4.9310335,1.08354131,"MT1H","metallothionein 1H","4496"
"202594_at",8.84e-05,-4.9307991,-0.53755011,"LEPROTL1","leptin receptor overlapping transcript-like 1","23484"
"208740_at",8.85e-05,4.9300893,0.7011446,"SAP18","Sin3A associated protein 18","10284"
"230174_at",8.86e-05,4.9296483,0.55272589,"LYPLAL1","lysophospholipase like 1","127018"
"206209_s_at",8.87e-05,4.9292619,1.83479705,"CA4","carbonic anhydrase 4","762"
"206367_at",8.87e-05,-4.9290779,-0.64171947,"REN","renin","5972"
"223868_s_at",8.87e-05,4.9288594,0.93769843,"WWOX","WW domain containing oxidoreductase","51741"
"202613_at",8.88e-05,-4.9286667,-0.62614478,"CTPS1","CTP synthase 1","1503"
"236380_at",8.89e-05,4.9280952,0.56312117,"RPP14","ribonuclease P/MRP subunit p14","11102"
"1554004_a_at",8.89e-05,4.9280257,0.85125913,"ARHGEF28","Rho guanine nucleotide exchange factor 28","64283"
"236644_at",8.91e-05,4.9270846,0.61472589,"RNF180","ring finger protein 180","285671"
"233611_at",8.91e-05,4.9270519,0.90898858,"","",""
"243718_at",8.92e-05,4.9266373,0.48146499,"","",""
"241981_at",8.93e-05,-4.9262983,-1.64905243,"FAM20A","family with sequence similarity 20 member A","54757"
"204225_at",8.94e-05,4.9257245,0.96158922,"HDAC4","histone deacetylase 4","9759"
"231416_at",8.99e-05,-4.9231067,-0.42375499,"DHDH","dihydrodiol dehydrogenase","27294"
"204742_s_at",9.02e-05,4.9216748,0.66974046,"PDS5B","PDS5 cohesin associated factor B","23047"
"201870_at",9.07e-05,-4.9191284,-0.48214659,"TOMM34","translocase of outer mitochondrial membrane 34","10953"
"238423_at",9.1e-05,4.9179714,0.82217132,"SYTL3","synaptotagmin like 3","94120"
"229194_at",9.11e-05,4.9171192,0.76160036,"PCGF5","polycomb group ring finger 5","84333"
"1569703_a_at",9.12e-05,-4.9170126,-0.34893767,"","",""
"207230_at",9.14e-05,4.9156011,0.36040399,"CDON","cell adhesion associated, oncogene regulated","50937"
"227204_at",9.15e-05,4.9151478,0.72288662,"PARD6G","par-6 family cell polarity regulator gamma","84552"
"225910_at",9.17e-05,4.9142491,0.54859016,"HELZ","helicase with zinc finger","9931"
"212020_s_at",9.19e-05,-4.9135302,-0.46429828,"MKI67","marker of proliferation Ki-67","4288"
"206556_at",9.2e-05,4.9127778,0.75141464,"CLUL1","clusterin like 1","27098"
"203583_at",9.21e-05,4.9122044,0.30617971,"UNC50","unc-50 inner nuclear membrane RNA binding protein","25972"
"223741_s_at",9.22e-05,4.9119537,1.03595819,"TTYH2","tweety family member 2","94015"
"1559263_s_at",9.23e-05,-4.9116801,-0.6444022,"ZC3H12D","zinc finger CCCH-type containing 12D","340152"
"211924_s_at",9.29e-05,-4.9087949,-0.88135862,"PLAUR","plasminogen activator, urokinase receptor","5329"
"214770_at",9.31e-05,-4.9076593,-0.84762669,"MSR1","macrophage scavenger receptor 1","4481"
"208836_at",9.31e-05,-4.9075978,-0.68745652,"ATP1B3","ATPase Na+/K+ transporting subunit beta 3","483"
"213304_at",9.32e-05,4.9070584,0.76824382,"FAM179B","family with sequence similarity 179 member B","23116"
"241972_at",9.35e-05,4.905839,0.39454304,"ZNF674-AS1","ZNF674 antisense RNA 1 (head to head)","401588"
"238441_at",9.35e-05,4.9058091,0.7911965,"PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2","5563"
"243021_at",9.36e-05,-4.9050795,-0.53966103,"LOC102724312","uncharacterized LOC102724312","102724312"
"218884_s_at",9.38e-05,4.9045337,0.45821409,"GUF1","GUF1 homolog, GTPase","60558"
"225766_s_at",9.38e-05,4.9045117,0.78970755,"TNPO1","transportin 1","3842"
"206855_s_at",9.38e-05,-4.9043151,-0.4926814,"HYAL2","hyaluronoglucosaminidase 2","8692"
"218573_at",9.38e-05,4.904272,0.59963564,"MAGEH1","MAGE family member H1","28986"
"204789_at",9.39e-05,-4.9037574,-0.47554859,"FMNL1","formin like 1","752"
"237413_at",9.4e-05,4.9032852,0.43183164,"MAPK10","mitogen-activated protein kinase 10","5602"
"219522_at",9.44e-05,-4.9015207,-0.55888088,"FJX1","four jointed box 1","24147"
"234985_at",9.44e-05,-4.9014537,-0.88757488,"LDLRAD3","low density lipoprotein receptor class A domain containing 3","143458"
"232105_at",9.48e-05,-4.8995887,-0.69435532,"BLACAT1","bladder cancer associated transcript 1 (non-protein coding)","101669762"
"223306_at",9.5e-05,4.8988772,0.61028236,"EBPL","emopamil binding protein like","84650"
"236617_at",9.51e-05,4.8983144,0.7327612,"","",""
"219671_at",9.53e-05,-4.8971711,-0.87627493,"HPCAL4","hippocalcin like 4","51440"
"225392_at",9.55e-05,4.8964207,0.42397725,"GFM2","G elongation factor mitochondrial 2","84340"
"222547_at",9.57e-05,-4.8955976,-0.65799717,"MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4","9448"
"232164_s_at",9.6e-05,-4.8942996,-1.66160995,"EPPK1","epiplakin 1","83481"
"215096_s_at",9.6e-05,4.8942967,0.41154311,"ESD","esterase D","2098"
"214505_s_at",9.63e-05,4.8927078,2.08710468,"FHL1","four and a half LIM domains 1","2273"
"1553494_at",9.66e-05,4.8914595,0.53559979,"TDH","L-threonine dehydrogenase (pseudogene)","157739"
"235386_at",9.66e-05,4.8913752,0.60182548,"","",""
"230828_at",9.7e-05,4.8894291,0.57997398,"GRAMD2","GRAM domain containing 2","196996"
"216347_s_at",9.71e-05,4.8890968,0.70857108,"PPP1R13B","protein phosphatase 1 regulatory subunit 13B","23368"
"203222_s_at",9.71e-05,4.8890865,0.96541085,"TLE1","transducin like enhancer of split 1","7088"
"225409_at",9.73e-05,4.888081,0.53306545,"COA5","cytochrome c oxidase assembly factor 5","493753"
"226106_at",9.74e-05,4.8877337,0.54467206,"RNF141","ring finger protein 141","50862"
"226761_at",9.76e-05,-4.8868182,-0.54535334,"IKZF4","IKAROS family zinc finger 4","64375"
"204060_s_at",9.77e-05,4.8864425,0.97731128,"PRKY///PRKX","protein kinase, Y-linked, pseudogene///protein kinase, X-linked","5616///5613"
"208398_s_at",9.77e-05,4.8861904,0.48015493,"TBPL1","TATA-box binding protein like 1","9519"
"218865_at",9.79e-05,4.885537,0.83659912,"Mar-01","mitochondrial amidoxime reducing component 1","64757"
"238969_at",9.81e-05,4.884594,0.77835932,"PQLC2L","PQ loop repeat containing 2 like","152078"
"224709_s_at",9.81e-05,4.8844437,0.34591345,"CDC42SE2","CDC42 small effector 2","56990"
"229236_s_at",9.84e-05,4.883111,0.55446519,"SFXN4","sideroflexin 4","119559"
"226706_at",9.85e-05,-4.882888,-0.70122755,"FLJ23867///QSOX1","uncharacterized protein FLJ23867///quiescin sulfhydryl oxidase 1","200058///5768"
"226312_at",9.87e-05,4.8820553,0.54566831,"RICTOR","RPTOR independent companion of MTOR complex 2","253260"
"223170_at",9.88e-05,-4.8812816,-0.85920316,"TMEM98","transmembrane protein 98","26022"
"221242_at",9.89e-05,-4.880852,-0.31650413,"","",""
"237715_at",9.9e-05,-4.8805898,-0.41624265,"","",""
"201522_x_at",9.91e-05,4.8799384,0.42708479,"SNURF///SNRPN","SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N","8926///6638"
"218694_at",9.91e-05,4.8799305,0.85997823,"ARMCX1","armadillo repeat containing, X-linked 1","51309"
"224329_s_at",9.94e-05,-4.8785449,-0.70190097,"CNFN","cornifelin","84518"
"211075_s_at",9.97e-05,-4.8774319,-0.6378022,"CD47","CD47 molecule","961"
"206314_at",9.99e-05,4.8765632,0.52421068,"ZKSCAN7","zinc finger with KRAB and SCAN domains 7","55888"
"221988_at",9.99e-05,4.8765549,0.57344374,"SMIM7","small integral membrane protein 7","79086"
"222483_at",1e-04,-4.8745395,-1.20085776,"EFHD2","EF-hand domain family member D2","79180"
"238178_at",0.000101,4.873219,1.22087528,"","",""
"227917_at",0.000101,4.871104,0.84084919,"LOC100506990","uncharacterized LOC100506990","100506990"
"201540_at",0.000101,4.8708735,1.54428245,"FHL1","four and a half LIM domains 1","2273"
"225197_at",0.000101,4.8706787,0.45018951,"C16orf72","chromosome 16 open reading frame 72","29035"
"240466_at",0.000101,-4.8704684,-1.4865294,"","",""
"203279_at",0.000101,-4.8696353,-0.5076174,"EDEM1","ER degradation enhancing alpha-mannosidase like protein 1","9695"
"1560550_at",0.000102,-4.8693194,-0.34208262,"LL22NC03-75H12.2","uncharacterized LOC101927722","101927722"
"201716_at",0.000102,-4.8682674,-0.67573667,"SNX1","sorting nexin 1","6642"
"227158_at",0.000102,4.8662357,0.49965757,"DTD2","D-tyrosyl-tRNA deacylase 2 (putative)","112487"
"207237_at",0.000102,-4.8658639,-0.30013928,"KCNA3","potassium voltage-gated channel subfamily A member 3","3738"
"211833_s_at",0.000103,-4.8651643,-0.77411252,"BAX","BCL2 associated X, apoptosis regulator","581"
"240088_at",0.000103,-4.864819,-0.85334994,"PDE5A","phosphodiesterase 5A","8654"
"225906_at",0.000103,-4.8637004,-0.52948712,"GATSL2","GATS protein like 2","729438"
"209227_at",0.000103,-4.8622796,-1.33899396,"TUSC3","tumor suppressor candidate 3","7991"
"202651_at",0.000103,4.8617333,0.74315139,"LPGAT1","lysophosphatidylglycerol acyltransferase 1","9926"
"207571_x_at",0.000104,-4.8607552,-0.85806925,"THEMIS2","thymocyte selection associated family member 2","9473"
"204254_s_at",0.000104,-4.8594232,-0.96122545,"VDR","vitamin D (1,25- dihydroxyvitamin D3) receptor","7421"
"1569044_at",0.000104,-4.8591172,-0.35990033,"CDC42BPG","CDC42 binding protein kinase gamma","55561"
"214181_x_at",0.000105,-4.855489,-0.92144645,"LST1","leukocyte specific transcript 1","7940"
"235134_at",0.000105,4.8552057,1.15892501,"","",""
"219820_at",0.000105,4.8551043,0.69897178,"SLC6A16","solute carrier family 6 member 16","28968"
"235170_at",0.000105,4.8533295,0.48449844,"ZNF92","zinc finger protein 92","168374"
"226806_s_at",0.000105,4.8524961,0.70820498,"NFIA","nuclear factor I A","4774"
"231408_at",0.000106,-4.852322,-0.42613444,"TMEM92","transmembrane protein 92","162461"
"204787_at",0.000106,-4.8521194,-0.75093156,"VSIG4","V-set and immunoglobulin domain containing 4","11326"
"227085_at",0.000106,4.8510749,0.39085028,"H2AFV","H2A histone family member V","94239"
"223586_at",0.000106,-4.8505004,-0.49049008,"ARNTL2","aryl hydrocarbon receptor nuclear translocator like 2","56938"
"207226_at",0.000106,-4.8502795,-0.3355183,"HIST1H2BN","histone cluster 1, H2bn","8341"
"218981_at",0.000106,4.8498616,0.64832151,"SDHAF3","succinate dehydrogenase complex assembly factor 3","57001"
"221701_s_at",0.000106,-4.8497932,-0.96131729,"STRA6","stimulated by retinoic acid 6","64220"
"223235_s_at",0.000107,4.8482434,2.40717871,"SMOC2","SPARC related modular calcium binding 2","64094"
"1552362_a_at",0.000107,4.84787,0.47249027,"LEAP2","liver enriched antimicrobial peptide 2","116842"
"230863_at",0.000107,4.8477465,1.2069816,"LRP2","LDL receptor related protein 2","4036"
"203730_s_at",0.000107,4.8466957,0.53314848,"ZKSCAN5","zinc finger with KRAB and SCAN domains 5","23660"
"202515_at",0.000107,4.8460801,0.38227639,"DLG1","discs large MAGUK scaffold protein 1","1739"
"1568696_at",0.000107,4.8460047,0.36551296,"CDNF","cerebral dopamine neurotrophic factor","441549"
"212543_at",0.000107,-4.8458814,-0.45204283,"AIM1","absent in melanoma 1","202"
"204979_s_at",0.000107,4.8443847,0.71647852,"SH3BGR","SH3 domain binding glutamate rich protein","6450"
"204971_at",0.000108,-4.8441599,-1.42371118,"CSTA","cystatin A","1475"
"239433_at",0.000108,-4.8436015,-0.62982002,"LRRC8E","leucine rich repeat containing 8 family member E","80131"
"209757_s_at",0.000108,4.8434487,0.62358612,"MYCN","v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog","4613"
"221803_s_at",0.000108,4.8431355,0.70738942,"NRBF2","nuclear receptor binding factor 2","29982"
"203614_at",0.000108,4.8422024,0.48631569,"ALG11///UTP14C","ALG11, alpha-1,2-mannosyltransferase///UTP14, small subunit processome component homolog C (S. cerevisiae)","440138///9724"
"203629_s_at",0.000108,4.8406316,0.49526982,"COG5","component of oligomeric golgi complex 5","10466"
"211829_s_at",0.000109,4.8399748,0.76304256,"GPER1","G protein-coupled estrogen receptor 1","2852"
"216733_s_at",0.000109,4.8391336,1.63584092,"GATM","glycine amidinotransferase","2628"
"1558754_at",0.000109,4.8388469,0.55583774,"ZNF763","zinc finger protein 763","284390"
"225387_at",0.000109,4.8374078,1.11252115,"TSPAN5","tetraspanin 5","10098"
"243116_at",0.000109,-4.8369609,-0.41560569,"PIP5KL1","phosphatidylinositol-4-phosphate 5-kinase like 1","138429"
"208451_s_at",0.000109,-4.8364565,-1.04370428,"C4B_2///C4B///C4A","complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)","100293534///721///720"
"209198_s_at",0.000109,-4.8363709,-0.41057983,"SYT11","synaptotagmin 11","23208"
"212972_x_at",0.00011,4.8351709,0.46658589,"APBB2","amyloid beta precursor protein binding family B member 2","323"
"228190_at",0.00011,4.8349532,0.54857686,"ATG4C","autophagy related 4C cysteine peptidase","84938"
"212301_at",0.00011,4.8348829,0.46045401,"RTF1","RTF1 homolog, Paf1/RNA polymerase II complex component","23168"
"219626_at",0.00011,4.8340686,0.52927797,"MAP7D3","MAP7 domain containing 3","79649"
"217975_at",0.00011,4.8334407,0.77590294,"TCEAL9","transcription elongation factor A like 9","51186"
"213095_x_at",0.000111,-4.8316753,-0.73827358,"AIF1","allograft inflammatory factor 1","199"
"229088_at",0.000111,4.8313987,0.9252316,"ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1","5167"
"231530_s_at",0.000111,4.8309797,0.83236101,"C11orf1","chromosome 11 open reading frame 1","64776"
"226456_at",0.000111,-4.8298972,-1.03950411,"RMI2","RecQ mediated genome instability 2","116028"
"206204_at",0.000111,4.8289611,0.89346194,"GRB14","growth factor receptor bound protein 14","2888"
"227663_at",0.000111,4.8286477,0.78884058,"","",""
"210342_s_at",0.000111,4.8286183,3.18663096,"TPO","thyroid peroxidase","7173"
"211809_x_at",0.000112,-4.8280362,-0.66573474,"COL13A1","collagen type XIII alpha 1 chain","1305"
"1552733_at",0.000112,4.8276849,0.6951301,"KLHDC1","kelch domain containing 1","122773"
"227021_at",0.000112,4.8265976,0.85068723,"KDM1B","lysine demethylase 1B","221656"
"230857_s_at",0.000112,4.8263661,0.54916177,"ZNF497","zinc finger protein 497","162968"
"239765_at",0.000113,4.8234076,0.6511849,"CPEB3","cytoplasmic polyadenylation element binding protein 3","22849"
"212311_at",0.000113,-4.8232946,-1.22776667,"SEL1L3","SEL1L family member 3","23231"
"226698_at",0.000113,-4.8227764,-0.41498207,"FCHSD1","FCH and double SH3 domains 1","89848"
"209379_s_at",0.000113,4.8211912,0.45862202,"CCSER2","coiled-coil serine rich protein 2","54462"
"220948_s_at",0.000113,4.8203179,0.45424651,"ATP1A1","ATPase Na+/K+ transporting subunit alpha 1","476"
"200743_s_at",0.000114,-4.8185088,-0.53025838,"TPP1","tripeptidyl peptidase 1","1200"
"215903_s_at",0.000114,-4.817906,-0.67572159,"MAST2","microtubule associated serine/threonine kinase 2","23139"
"227290_at",0.000114,-4.8167877,-0.4755309,"CDYL2","chromodomain Y-like 2","124359"
"204638_at",0.000115,-4.8148264,-1.24946761,"ACP5","acid phosphatase 5, tartrate resistant","54"
"41220_at",0.000115,-4.8141818,-0.46069399,"Sep-09","septin 9","10801"
"229816_at",0.000115,4.8128901,0.71038311,"WDR78","WD repeat domain 78","79819"
"202490_at",0.000116,4.8122968,0.27996211,"IKBKAP","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein","8518"
"219279_at",0.000116,-4.8096731,-0.77679326,"DOCK10","dedicator of cytokinesis 10","55619"
"243386_at",0.000117,4.8083571,1.2397247,"CASZ1","castor zinc finger 1","54897"
"203052_at",0.000117,-4.807884,-0.62411538,"C2","complement component 2","717"
"237277_at",0.000117,4.8074149,1.08372146,"","",""
"202896_s_at",0.000117,-4.80603,-0.43919941,"SIRPA","signal regulatory protein alpha","140885"
"219895_at",0.000117,-4.8055915,-0.38307604,"TMEM255A","transmembrane protein 255A","55026"
"228398_at",0.000118,4.8035261,0.48229145,"SENP8","SUMO/sentrin peptidase family member, NEDD8 specific","123228"
"39650_s_at",0.000118,-4.8032282,-0.50523455,"PCNX2","pecanex homolog 2 (Drosophila)","80003"
"1554143_a_at",0.000118,4.8030946,0.56489183,"SUGT1P3","SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3","283507"
"230422_at",0.000118,-4.802778,-0.73906121,"FPR3","formyl peptide receptor 3","2359"
"1556695_a_at",0.000119,-4.8007453,-0.94341682,"NR2F1-AS1","NR2F1 antisense RNA 1","441094"
"231334_at",0.000119,4.8007371,1.1680541,"LOC101929480","uncharacterized LOC101929480","101929480"
"204702_s_at",0.000119,-4.8002599,-1.31213481,"NFE2L3","nuclear factor, erythroid 2 like 3","9603"
"1569387_at",0.000119,4.8001991,0.88141324,"CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","55790"
"229732_at",0.000119,4.7986048,0.52518255,"ZNF823","zinc finger protein 823","55552"
"244293_at",0.000119,4.7984487,0.45448605,"UQCRB","ubiquinol-cytochrome c reductase binding protein","7381"
"210643_at",0.000119,-4.7981738,-0.35026962,"TNFSF11","tumor necrosis factor superfamily member 11","8600"
"200766_at",0.000119,-4.7977511,-0.60336366,"CTSD","cathepsin D","1509"
"212010_s_at",0.00012,4.7956318,0.45832624,"CDV3","CDV3 homolog","55573"
"201869_s_at",0.00012,4.794194,0.64107342,"TBL1X","transducin (beta)-like 1X-linked","6907"
"225147_at",0.000121,4.7939028,0.93264123,"CYTH3","cytohesin 3","9265"
"1555888_at",0.000121,4.7930007,0.7999117,"UBR5-AS1","UBR5 antisense RNA 1","101927221"
"1555630_a_at",0.000121,-4.7926633,-0.56985705,"NARR///RAB34","nine-amino acid residue-repeats///RAB34, member RAS oncogene family","100861437///83871"
"204169_at",0.000121,-4.7924653,-0.42297511,"IMPDH1","inosine monophosphate dehydrogenase 1","3614"
"204959_at",0.000121,-4.7922923,-1.06040078,"MNDA","myeloid cell nuclear differentiation antigen","4332"
"1556989_at",0.000121,-4.7910291,-1.30701747,"","",""
"224624_at",0.000122,-4.7901199,-0.42749717,"LRRC8A","leucine rich repeat containing 8 family member A","56262"
"217833_at",0.000122,4.7898781,0.73413217,"SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein","10492"
"201129_at",0.000122,4.7897929,0.41163375,"SRSF7","serine and arginine rich splicing factor 7","6432"
