"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"212455_at",4.22e-06,5.26,0.573,"YTHDC1","YTH domain containing 1","91746"
"210993_s_at",4.22e-06,5.26,1.25,"SMAD1","SMAD family member 1","4086"
"207168_s_at",4.24e-06,-5.26,-0.526,"H2AFY","H2A histone family member Y","9555"
"203319_s_at",4.24e-06,5.26,0.897,"ZNF148","zinc finger protein 148","7707"
"202983_at",4.25e-06,5.25,0.724,"HLTF","helicase like transcription factor","6596"
"200671_s_at",4.27e-06,5.25,1.45,"SPTBN1","spectrin beta, non-erythrocytic 1","6711"
"203909_at",4.29e-06,5.25,0.659,"SLC9A6","solute carrier family 9 member A6","10479"
"218314_s_at",4.3e-06,5.25,0.525,"C11orf57","chromosome 11 open reading frame 57","55216"
"202883_s_at",4.3e-06,5.25,0.584,"PPP2R1B","protein phosphatase 2 scaffold subunit Abeta","5519"
"212657_s_at",4.33e-06,-5.25,-1.92,"IL1RN","interleukin 1 receptor antagonist","3557"
"202514_at",4.37e-06,5.25,0.824,"DLG1","discs large MAGUK scaffold protein 1","1739"
"212576_at",4.37e-06,-5.25,-0.861,"MGRN1","mahogunin ring finger 1","23295"
"202501_at",4.39e-06,5.24,0.766,"MAPRE2","microtubule associated protein RP/EB family member 2","10982"
"201022_s_at",4.4e-06,5.24,0.666,"DSTN","destrin, actin depolymerizing factor","11034"
"209092_s_at",4.43e-06,5.24,0.507,"GLOD4","glyoxalase domain containing 4","51031"
"201697_s_at",4.45e-06,-5.24,-0.627,"DNMT1","DNA (cytosine-5-)-methyltransferase 1","1786"
"216449_x_at",4.47e-06,5.24,1.06,"HSP90B1","heat shock protein 90 beta family member 1","7184"
"63009_at",4.47e-06,5.24,0.426,"SHQ1","SHQ1, H/ACA ribonucleoprotein assembly factor","55164"
"202389_s_at",4.5e-06,-5.24,-0.591,"HTT","huntingtin","3064"
"205260_s_at",4.51e-06,5.24,0.622,"ACYP1","acylphosphatase 1","97"
"32137_at",4.52e-06,-5.24,-0.539,"JAG2","jagged 2","3714"
"200795_at",4.52e-06,5.24,1.2,"SPARCL1","SPARC like 1","8404"
"202167_s_at",4.54e-06,-5.23,-0.531,"MMS19","MMS19 homolog, cytosolic iron-sulfur assembly component","64210"
"208680_at",4.55e-06,5.23,0.648,"PRDX1","peroxiredoxin 1","5052"
"218483_s_at",4.56e-06,5.23,0.625,"IFT46","intraflagellar transport 46","56912"
"222333_at",4.63e-06,-5.23,-0.875,"ALS2CL","ALS2 C-terminal like","259173"
"202113_s_at",4.7e-06,5.22,0.713,"SNX2","sorting nexin 2","6643"
"218584_at",4.72e-06,5.22,0.841,"TCTN1","tectonic family member 1","79600"
"212149_at",4.72e-06,-5.22,-0.459,"EFR3A","EFR3 homolog A","23167"
"206583_at",4.73e-06,5.22,0.784,"KRBOX4","KRAB box domain containing 4","55634"
"212209_at",4.75e-06,5.22,0.509,"MED13L","mediator complex subunit 13 like","23389"
"204781_s_at",4.77e-06,-5.22,-1.26,"FAS","Fas cell surface death receptor","355"
"218805_at",4.8e-06,5.22,1.5,"GIMAP1-GIMAP5///GIMAP5","GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5","100527949///55340"
"212600_s_at",4.82e-06,5.22,0.609,"UQCRC2","ubiquinol-cytochrome c reductase core protein II","7385"
"207761_s_at",4.83e-06,5.22,0.888,"METTL7A","methyltransferase like 7A","25840"
"202342_s_at",4.83e-06,5.22,0.938,"TRIM2","tripartite motif containing 2","23321"
"212831_at",4.84e-06,-5.22,-0.588,"MEGF9","multiple EGF like domains 9","1955"
"200979_at",4.86e-06,5.21,0.735,"PDHA1","pyruvate dehydrogenase (lipoamide) alpha 1","5160"
"201251_at",4.92e-06,-5.21,-0.721,"PKM","pyruvate kinase, muscle","5315"
"211726_s_at",4.93e-06,5.21,1.91,"FMO2","flavin containing monooxygenase 2","2327"
"204079_at",4.95e-06,5.21,1.2,"TPST2","tyrosylprotein sulfotransferase 2","8459"
"209170_s_at",4.96e-06,5.21,1.27,"GPM6B","glycoprotein M6B","2824"
"206757_at",4.96e-06,-5.21,-1.16,"PDE5A","phosphodiesterase 5A","8654"
"202629_at",4.97e-06,5.21,0.458,"APPBP2","amyloid beta precursor protein binding protein 2","10513"
"205211_s_at",4.98e-06,-5.21,-0.721,"RIN1","Ras and Rab interactor 1","9610"
"216199_s_at",5e-06,5.21,0.765,"MAP3K4","mitogen-activated protein kinase kinase kinase 4","4216"
"219030_at",5.03e-06,5.2,0.635,"TPRKB","TP53RK binding protein","51002"
"211784_s_at",5.03e-06,5.2,0.571,"SRSF1","serine and arginine rich splicing factor 1","6426"
"219295_s_at",5.07e-06,5.2,1.48,"PCOLCE2","procollagen C-endopeptidase enhancer 2","26577"
"214866_at",5.07e-06,-5.2,-0.932,"PLAUR","plasminogen activator, urokinase receptor","5329"
"206953_s_at",5.07e-06,5.2,1.46,"ADGRL2","adhesion G protein-coupled receptor L2","23266"
"200096_s_at",5.09e-06,5.2,0.641,"ATP6V0E1","ATPase H+ transporting V0 subunit e1","8992"
"202798_at",5.11e-06,5.2,0.536,"SEC24B","SEC24 homolog B, COPII coat complex component","10427"
"204853_at",5.11e-06,5.2,0.515,"ORC2","origin recognition complex subunit 2","4999"
"205578_at",5.12e-06,5.2,0.599,"ROR2","receptor tyrosine kinase like orphan receptor 2","4920"
"202759_s_at",5.14e-06,5.2,0.854,"PALM2-AKAP2///AKAP2","PALM2-AKAP2 readthrough///A-kinase anchoring protein 2","445815///11217"
"219547_at",5.16e-06,5.2,0.644,"COX15","COX15, cytochrome c oxidase assembly homolog","1355"
"211379_x_at",5.17e-06,5.2,1.07,"B3GALNT1","beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)","8706"
"212223_at",5.17e-06,-5.2,-0.75,"IDS","iduronate 2-sulfatase","3423"
"201478_s_at",5.2e-06,5.19,0.567,"MIR664B///SNORA56///DKC1","microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1","100847052///677835///1736"
"209932_s_at",5.24e-06,5.19,0.485,"DUT","deoxyuridine triphosphatase","1854"
"220477_s_at",5.26e-06,5.19,0.849,"TMEM230","transmembrane protein 230","29058"
"210260_s_at",5.28e-06,5.19,1.31,"TNFAIP8","TNF alpha induced protein 8","25816"
"204120_s_at",5.29e-06,-5.19,-0.613,"ADK","adenosine kinase","132"
"212837_at",5.29e-06,5.19,0.762,"FAM175B","family with sequence similarity 175 member B","23172"
"203786_s_at",5.32e-06,-5.19,-1.45,"TPD52L1","tumor protein D52-like 1","7164"
"203498_at",5.32e-06,5.19,1.77,"RCAN2","regulator of calcineurin 2","10231"
"201304_at",5.33e-06,5.19,0.706,"NDUFA5","NADH:ubiquinone oxidoreductase subunit A5","4698"
"211325_x_at",5.33e-06,5.19,0.559,"DSTNP2","destrin, actin depolymerizing factor pseudogene 2","171220"
"220610_s_at",5.35e-06,5.19,0.716,"LRRFIP2","LRR binding FLII interacting protein 2","9209"
"211163_s_at",5.38e-06,-5.18,-1.18,"TNFRSF10C","TNF receptor superfamily member 10c","8794"
"215283_at",5.41e-06,5.18,0.727,"LINC00667","long intergenic non-protein coding RNA 667","339290"
"218551_at",5.42e-06,-5.18,-0.604,"MIIP","migration and invasion inhibitory protein","60672"
"220966_x_at",5.42e-06,-5.18,-0.526,"ARPC5L","actin related protein 2/3 complex subunit 5 like","81873"
"201999_s_at",5.43e-06,5.18,0.698,"DYNLT1","dynein light chain Tctex-type 1","6993"
"218217_at",5.45e-06,5.18,0.837,"SCPEP1","serine carboxypeptidase 1","59342"
"213348_at",5.47e-06,5.18,1.29,"CDKN1C","cyclin dependent kinase inhibitor 1C","1028"
"203454_s_at",5.48e-06,5.18,0.809,"ATOX1","antioxidant 1 copper chaperone","475"
"210624_s_at",5.5e-06,5.18,0.914,"ILVBL","ilvB acetolactate synthase like","10994"
"201693_s_at",5.51e-06,5.18,2.05,"EGR1","early growth response 1","1958"
"205088_at",5.52e-06,-5.18,-1.1,"MAMLD1","mastermind like domain containing 1","10046"
"221263_s_at",5.6e-06,5.17,0.501,"SF3B5","splicing factor 3b subunit 5","83443"
"205005_s_at",5.64e-06,5.17,0.454,"NMT2","N-myristoyltransferase 2","9397"
"200006_at",5.66e-06,5.17,0.447,"PARK7","Parkinsonism associated deglycase","11315"
"213407_at",5.67e-06,5.17,0.812,"PHLPP2","PH domain and leucine rich repeat protein phosphatase 2","23035"
"47530_at",5.68e-06,5.17,0.458,"TRMO","tRNA methyltransferase O","51531"
"203851_at",5.69e-06,-5.17,-1.66,"IGFBP6","insulin like growth factor binding protein 6","3489"
"202912_at",5.71e-06,-5.17,-1.98,"ADM","adrenomedullin","133"
"212371_at",5.72e-06,5.16,0.536,"DESI2","desumoylating isopeptidase 2","51029"
"213264_at",5.73e-06,5.16,0.662,"PCBP2","poly(rC) binding protein 2","5094"
"212845_at",5.73e-06,-5.16,-1.29,"SAMD4A","sterile alpha motif domain containing 4A","23034"
"212872_s_at",5.73e-06,5.16,0.549,"MED20","mediator complex subunit 20","9477"
"202797_at",5.73e-06,5.16,0.865,"SACM1L","SAC1 suppressor of actin mutations 1-like (yeast)","22908"
"209821_at",5.75e-06,5.16,1.16,"IL33","interleukin 33","90865"
"221504_s_at",5.76e-06,5.16,0.588,"ATP6V1H","ATPase H+ transporting V1 subunit H","51606"
"218292_s_at",5.76e-06,5.16,0.458,"PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2","51422"
"218437_s_at",5.8e-06,5.16,0.958,"LZTFL1","leucine zipper transcription factor like 1","54585"
"213315_x_at",5.82e-06,5.16,0.491,"CXorf40A","chromosome X open reading frame 40A","91966"
"221425_s_at",5.85e-06,5.16,0.684,"ISCA1","iron-sulfur cluster assembly 1","81689"
"203279_at",5.89e-06,-5.16,-0.613,"EDEM1","ER degradation enhancing alpha-mannosidase like protein 1","9695"
"204689_at",5.9e-06,5.16,1.27,"HHEX","hematopoietically expressed homeobox","3087"
"202201_at",5.91e-06,5.16,0.783,"BLVRB","biliverdin reductase B","645"
"203202_at",5.93e-06,5.15,0.776,"KRR1","KRR1, small subunit processome component homolog","11103"
"209525_at",5.94e-06,5.15,0.476,"HDGFRP3","hepatoma-derived growth factor, related protein 3","50810"
"219055_at",5.94e-06,5.15,0.585,"SRBD1","S1 RNA binding domain 1","55133"
"200672_x_at",5.95e-06,5.15,1.15,"SPTBN1","spectrin beta, non-erythrocytic 1","6711"
"203484_at",5.96e-06,5.15,0.501,"SEC61G","Sec61 translocon gamma subunit","23480"
"213025_at",5.98e-06,5.15,0.64,"THUMPD1","THUMP domain containing 1","55623"
"205721_at",5.98e-06,5.15,0.943,"GFRA2","GDNF family receptor alpha 2","2675"
"214779_s_at",6.01e-06,5.15,0.517,"SGSM3","small G protein signaling modulator 3","27352"
"208873_s_at",6.06e-06,5.15,0.801,"REEP5","receptor accessory protein 5","7905"
"204436_at",6.07e-06,5.15,0.665,"PLEKHO2","pleckstrin homology domain containing O2","80301"
"200893_at",6.1e-06,5.15,0.382,"TRA2B","transformer 2 beta homolog (Drosophila)","6434"
"207001_x_at",6.19e-06,5.14,1.05,"TSC22D3","TSC22 domain family member 3","1831"
"208530_s_at",6.22e-06,5.14,0.672,"RARB","retinoic acid receptor beta","5915"
"219109_at",6.23e-06,5.14,0.78,"SPAG16","sperm associated antigen 16","79582"
"207011_s_at",6.28e-06,-5.14,-0.898,"PTK7","protein tyrosine kinase 7 (inactive)","5754"
"212570_at",6.32e-06,-5.14,-0.89,"ENDOD1","endonuclease domain containing 1","23052"
"212286_at",6.34e-06,5.13,1.17,"ANKRD12","ankyrin repeat domain 12","23253"
"208296_x_at",6.45e-06,5.13,1.43,"TNFAIP8","TNF alpha induced protein 8","25816"
"221249_s_at",6.51e-06,5.13,0.795,"FAM117A","family with sequence similarity 117 member A","81558"
"208788_at",6.52e-06,5.13,0.593,"ELOVL5","ELOVL fatty acid elongase 5","60481"
"208639_x_at",6.54e-06,5.12,0.739,"PDIA6","protein disulfide isomerase family A member 6","10130"
"203318_s_at",6.55e-06,5.12,0.905,"ZNF148","zinc finger protein 148","7707"
"221486_at",6.56e-06,5.12,0.728,"ENSA","endosulfine alpha","2029"
"202981_x_at",6.6e-06,5.12,0.491,"SIAH1","siah E3 ubiquitin protein ligase 1","6477"
"206453_s_at",6.61e-06,5.12,1.24,"NDRG2","NDRG family member 2","57447"
"217834_s_at",6.62e-06,5.12,0.403,"SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein","10492"
"41644_at",6.62e-06,5.12,0.877,"SASH1","SAM and SH3 domain containing 1","23328"
"203310_at",6.73e-06,5.12,0.624,"STXBP3","syntaxin binding protein 3","6814"
"204792_s_at",6.74e-06,5.12,1,"IFT140","intraflagellar transport 140","9742"
"218947_s_at",6.76e-06,5.11,1.13,"MTPAP","mitochondrial poly(A) polymerase","55149"
"202133_at",6.89e-06,5.11,0.796,"WWTR1","WW domain containing transcription regulator 1","25937"
"209692_at",7.01e-06,5.1,1.27,"EYA2","EYA transcriptional coactivator and phosphatase 2","2139"
"218084_x_at",7.02e-06,-5.1,-1.79,"FXYD5","FXYD domain containing ion transport regulator 5","53827"
"205438_at",7.03e-06,5.1,0.652,"PTPN21","protein tyrosine phosphatase, non-receptor type 21","11099"
"64064_at",7.06e-06,5.1,1.25,"GIMAP1-GIMAP5///GIMAP5","GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5","100527949///55340"
"214433_s_at",7.07e-06,5.1,1.44,"SELENBP1","selenium binding protein 1","8991"
"203617_x_at",7.1e-06,-5.1,-0.643,"ELK1","ELK1, ETS transcription factor","2002"
"203059_s_at",7.1e-06,5.1,0.793,"PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2","9060"
"212264_s_at",7.12e-06,5.1,0.663,"WAPL","WAPL cohesin release factor","23063"
"211090_s_at",7.13e-06,5.1,1.29,"PRPF4B","pre-mRNA processing factor 4B","8899"
"204084_s_at",7.21e-06,5.1,1.06,"CLN5","ceroid-lipofuscinosis, neuronal 5","1203"
"209384_at",7.23e-06,5.09,0.595,"PROSC","proline synthetase cotranscribed homolog (bacterial)","11212"
"212825_at",7.23e-06,5.09,0.612,"PAXIP1","PAX interacting protein 1","22976"
"218705_s_at",7.24e-06,-5.09,-0.662,"SNX24","sorting nexin 24","28966"
"212638_s_at",7.27e-06,5.09,0.913,"WWP1","WW domain containing E3 ubiquitin protein ligase 1","11059"
"215235_at",7.28e-06,-5.09,-0.602,"SPTAN1","spectrin alpha, non-erythrocytic 1","6709"
"206114_at",7.39e-06,-5.09,-1.55,"EPHA4","EPH receptor A4","2043"
"201499_s_at",7.42e-06,5.09,0.469,"USP7","ubiquitin specific peptidase 7","7874"
"206472_s_at",7.44e-06,-5.09,-0.747,"TLE3","transducin like enhancer of split 3","7090"
"211755_s_at",7.52e-06,5.08,0.497,"ATP5F1","ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1","515"
"206314_at",7.57e-06,5.08,0.516,"ZKSCAN7","zinc finger with KRAB and SCAN domains 7","55888"
"220770_s_at",7.59e-06,5.08,0.948,"ZBED8","zinc finger BED-type containing 8","63920"
"214752_x_at",7.6e-06,-5.08,-1.13,"FLNA","filamin A","2316"
"219751_at",7.61e-06,5.08,0.718,"SETD6","SET domain containing 6","79918"
"201014_s_at",7.61e-06,5.08,0.883,"PAICS","phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase","10606"
"216606_x_at",7.64e-06,-5.08,-0.684,"LYPLA2","lysophospholipase II","11313"
"213405_at",7.7e-06,5.08,0.562,"RAB22A","RAB22A, member RAS oncogene family","57403"
"221600_s_at",7.73e-06,5.07,0.42,"AAMDC","adipogenesis associated Mth938 domain containing","28971"
"202994_s_at",7.82e-06,5.07,2.52,"FBLN1","fibulin 1","2192"
"218152_at",7.91e-06,5.07,0.533,"HMG20A","high mobility group 20A","10363"
"204703_at",7.98e-06,5.06,1.07,"IFT88","intraflagellar transport 88","8100"
"213269_at",7.98e-06,5.06,1.14,"ZNF248","zinc finger protein 248","57209"
"200026_at",8e-06,5.06,0.332,"RPL34","ribosomal protein L34","6164"
"203072_at",8.01e-06,-5.06,-0.42,"MYO1E","myosin IE","4643"
"204313_s_at",8.03e-06,5.06,0.903,"CREB1","cAMP responsive element binding protein 1","1385"
"201976_s_at",8.03e-06,5.06,0.961,"MYO10","myosin X","4651"
"218147_s_at",8.04e-06,5.06,0.774,"GLT8D1","glycosyltransferase 8 domain containing 1","55830"
"218462_at",8.1e-06,5.06,0.421,"RPF1","ribosome production factor 1 homolog","80135"
"211998_at",8.11e-06,5.06,1.16,"MIR4738///H3F3B///H3F3A","microRNA 4738///H3 histone, family 3B///H3 histone, family 3A","100616282///3021///3020"
"217403_s_at",8.11e-06,5.06,0.549,"ZNF227","zinc finger protein 227","7770"
"203406_at",8.29e-06,5.05,0.435,"MFAP1","microfibrillar associated protein 1","4236"
"218190_s_at",8.35e-06,5.05,0.523,"UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X","29796"
"219806_s_at",8.36e-06,5.05,0.993,"SMCO4","single-pass membrane protein with coiled-coil domains 4","56935"
"212236_x_at",8.37e-06,-5.05,-1.87,"KRT17///JUP","keratin 17///junction plakoglobin","3872///3728"
"214112_s_at",8.38e-06,5.05,0.637,"CXorf40B///CXorf40A","chromosome X open reading frame 40B///chromosome X open reading frame 40A","541578///91966"
"207275_s_at",8.41e-06,5.05,1.01,"ACSL1","acyl-CoA synthetase long-chain family member 1","2180"
"202635_s_at",8.43e-06,5.05,0.714,"POLR2K","RNA polymerase II subunit K","5440"
"38892_at",8.46e-06,5.05,0.643,"GLTSCR1L","GLTSCR1 like","23506"
"214162_at",8.47e-06,5.05,0.436,"ASXL3","additional sex combs like 3, transcriptional regulator","80816"
"222146_s_at",8.48e-06,5.05,0.849,"TCF4","transcription factor 4","6925"
"202655_at",8.49e-06,5.05,0.966,"MANF","mesencephalic astrocyte derived neurotrophic factor","7873"
"201998_at",8.5e-06,5.05,1.52,"ST6GAL1","ST6 beta-galactoside alpha-2,6-sialyltransferase 1","6480"
"201816_s_at",8.51e-06,5.04,0.762,"GBAS","glioblastoma amplified sequence","2631"
"210105_s_at",8.55e-06,-5.04,-0.783,"FYN","FYN proto-oncogene, Src family tyrosine kinase","2534"
"212245_at",8.56e-06,5.04,0.748,"MCFD2","multiple coagulation factor deficiency 2","90411"
"205558_at",8.57e-06,5.04,0.524,"TRAF6","TNF receptor associated factor 6","7189"
"36084_at",8.59e-06,-5.04,-0.712,"CUL7","cullin 7","9820"
"200859_x_at",8.66e-06,-5.04,-1.06,"FLNA","filamin A","2316"
"221550_at",8.67e-06,5.04,0.551,"COX15","COX15, cytochrome c oxidase assembly homolog","1355"
"205935_at",8.75e-06,5.04,0.546,"FOXF1","forkhead box F1","2294"
"208654_s_at",8.78e-06,5.04,0.797,"CD164","CD164 molecule","8763"
"213695_at",8.83e-06,5.03,1.13,"PON3","paraoxonase 3","5446"
"200068_s_at",8.86e-06,5.03,0.552,"CANX","calnexin","821"
"212330_at",8.88e-06,5.03,0.559,"TFDP1","transcription factor Dp-1","7027"
"205985_x_at",8.9e-06,5.03,0.948,"CLCNKB","chloride voltage-gated channel Kb","1188"
"213760_s_at",8.95e-06,5.03,0.436,"ZNF330","zinc finger protein 330","27309"
"221326_s_at",8.99e-06,5.03,0.728,"TUBD1","tubulin delta 1","51174"
"218108_at",9.02e-06,5.03,0.595,"UBR7","ubiquitin protein ligase E3 component n-recognin 7 (putative)","55148"
"203855_at",9.03e-06,5.03,0.62,"WDR47","WD repeat domain 47","22911"
"204370_at",9.03e-06,5.03,0.52,"CLP1","cleavage and polyadenylation factor I subunit 1","10978"
"209628_at",9.07e-06,5.03,0.738,"NXT2","nuclear transport factor 2 like export factor 2","55916"
"204437_s_at",9.14e-06,5.02,1.49,"FOLR1","folate receptor 1","2348"
"211733_x_at",9.17e-06,5.02,0.419,"SCP2","sterol carrier protein 2","6342"
"218361_at",9.18e-06,5.02,0.618,"GOLPH3L","golgi phosphoprotein 3 like","55204"
"215548_s_at",9.18e-06,5.02,0.577,"SCFD1","sec1 family domain containing 1","23256"
"207971_s_at",9.19e-06,5.02,0.482,"CEP68","centrosomal protein 68","23177"
"220581_at",9.2e-06,5.02,0.283,"CCDC170","coiled-coil domain containing 170","80129"
"212771_at",9.22e-06,5.02,1.07,"FAM171A1","family with sequence similarity 171 member A1","221061"
"213540_at",9.23e-06,5.02,0.862,"HSD17B8","hydroxysteroid 17-beta dehydrogenase 8","7923"
"200635_s_at",9.27e-06,-5.02,-0.878,"PTPRF","protein tyrosine phosphatase, receptor type F","5792"
"221896_s_at",9.3e-06,5.02,0.49,"HIGD1A","HIG1 hypoxia inducible domain family member 1A","25994"
"208942_s_at",9.31e-06,5.02,0.656,"SEC62","SEC62 homolog, preprotein translocation factor","7095"
"211727_s_at",9.33e-06,5.02,0.78,"COX11","COX11, cytochrome c oxidase copper chaperone","1353"
"207023_x_at",9.35e-06,5.02,0.598,"KRT10","keratin 10","3858"
"203753_at",9.37e-06,5.02,0.614,"TCF4","transcription factor 4","6925"
"210092_at",9.42e-06,5.01,1.14,"MAGOHB///MAGOH","mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component","55110///4116"
"205412_at",9.44e-06,5.01,0.893,"ACAT1","acetyl-CoA acetyltransferase 1","38"
"208706_s_at",9.44e-06,5.01,0.752,"EIF5","eukaryotic translation initiation factor 5","1983"
"207574_s_at",9.45e-06,5.01,1.72,"GADD45B","growth arrest and DNA damage inducible beta","4616"
"213024_at",9.47e-06,5.01,0.721,"TMF1","TATA element modulatory factor 1","7110"
"209163_at",9.47e-06,5.01,1.03,"CYB561","cytochrome b561","1534"
"221786_at",9.48e-06,5.01,0.986,"C6orf120","chromosome 6 open reading frame 120","387263"
"206363_at",9.49e-06,5.01,1.13,"MAF","MAF bZIP transcription factor","4094"
"203357_s_at",9.5e-06,5.01,0.885,"CAPN7","calpain 7","23473"
"202365_at",9.53e-06,5.01,1.01,"UNC119B","unc-119 lipid binding chaperone B","84747"
"203537_at",9.56e-06,5.01,0.74,"PRPSAP2","phosphoribosyl pyrophosphate synthetase associated protein 2","5636"
"207618_s_at",9.58e-06,5.01,0.448,"BCS1L","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone","617"
"204446_s_at",9.62e-06,-5.01,-2.93,"ALOX5","arachidonate 5-lipoxygenase","240"
"200737_at",9.67e-06,5.01,0.842,"PGK1","phosphoglycerate kinase 1","5230"
"217786_at",9.68e-06,5.01,0.532,"PRMT5","protein arginine methyltransferase 5","10419"
"207304_at",9.76e-06,5,0.535,"ZNF45","zinc finger protein 45","7596"
"200962_at",9.76e-06,5,1.05,"RPL31","ribosomal protein L31","6160"
"207108_s_at",9.78e-06,5,0.674,"NIPBL","NIPBL, cohesin loading factor","25836"
"203816_at",9.79e-06,5,0.497,"DGUOK","deoxyguanosine kinase","1716"
"200620_at",9.8e-06,5,0.391,"TMEM59","transmembrane protein 59","9528"
"209687_at",9.83e-06,5,2.82,"CXCL12","C-X-C motif chemokine ligand 12","6387"
"217952_x_at",9.88e-06,5,0.741,"PHF3","PHD finger protein 3","23469"
"203571_s_at",9.92e-06,5,1.49,"ADIRF","adipogenesis regulatory factor","10974"
"203370_s_at",9.93e-06,-5,-0.919,"PDLIM7","PDZ and LIM domain 7","9260"
"221726_at",9.93e-06,5,0.549,"RPL22","ribosomal protein L22","6146"
"221763_at",9.94e-06,5,0.635,"JMJD1C","jumonji domain containing 1C","221037"
"219033_at",1.01e-05,4.99,0.592,"PARP8","poly(ADP-ribose) polymerase family member 8","79668"
"221988_at",1.02e-05,4.99,0.87,"SMIM7","small integral membrane protein 7","79086"
"210149_s_at",1.02e-05,4.99,0.581,"ATP5H","ATP synthase, H+ transporting, mitochondrial Fo complex subunit D","10476"
"201413_at",1.02e-05,4.99,0.659,"HSD17B4","hydroxysteroid 17-beta dehydrogenase 4","3295"
"209657_s_at",1.03e-05,4.99,0.76,"HSF2","heat shock transcription factor 2","3298"
"212063_at",1.03e-05,-4.99,-0.84,"CD44","CD44 molecule (Indian blood group)","960"
"219489_s_at",1.03e-05,-4.99,-1.02,"NXN","nucleoredoxin","64359"
"210302_s_at",1.03e-05,4.99,1.46,"MAB21L2","mab-21 like 2","10586"
"202696_at",1.04e-05,4.98,0.667,"OXSR1","oxidative stress responsive 1","9943"
"221897_at",1.04e-05,4.98,0.623,"TRIM52","tripartite motif containing 52","84851"
"215111_s_at",1.05e-05,-4.98,-1.02,"TSC22D1","TSC22 domain family member 1","8848"
"202623_at",1.05e-05,4.98,0.718,"EAPP","E2F associated phosphoprotein","55837"
"210761_s_at",1.05e-05,-4.98,-1.05,"GRB7","growth factor receptor bound protein 7","2886"
"222015_at",1.06e-05,-4.98,-0.533,"CSNK1E","casein kinase 1 epsilon","1454"
"201314_at",1.06e-05,4.98,0.984,"STK25","serine/threonine kinase 25","10494"
"201866_s_at",1.06e-05,4.98,0.962,"NR3C1","nuclear receptor subfamily 3 group C member 1","2908"
"213028_at",1.06e-05,4.98,0.599,"NFRKB","nuclear factor related to kappaB binding protein","4798"
"202004_x_at",1.06e-05,4.98,0.502,"SDHC","succinate dehydrogenase complex subunit C","6391"
"205110_s_at",1.07e-05,4.98,1.48,"FGF13","fibroblast growth factor 13","2258"
"209365_s_at",1.07e-05,-4.98,-2.61,"ECM1","extracellular matrix protein 1","1893"
"210875_s_at",1.07e-05,4.97,0.796,"ZEB1","zinc finger E-box binding homeobox 1","6935"
"204254_s_at",1.08e-05,-4.97,-1.34,"VDR","vitamin D (1,25- dihydroxyvitamin D3) receptor","7421"
"200880_at",1.1e-05,4.97,0.631,"DNAJA1","DnaJ heat shock protein family (Hsp40) member A1","3301"
"218348_s_at",1.11e-05,4.96,0.611,"ZC3H7A","zinc finger CCCH-type containing 7A","29066"
"201797_s_at",1.11e-05,-4.96,-0.791,"VARS","valyl-tRNA synthetase","7407"
"204784_s_at",1.11e-05,4.96,1.3,"MLF1","myeloid leukemia factor 1","4291"
"206648_at",1.12e-05,4.96,0.886,"ZNF571","zinc finger protein 571","51276"
"214843_s_at",1.12e-05,4.96,0.723,"USP33","ubiquitin specific peptidase 33","23032"
"203448_s_at",1.13e-05,4.96,0.77,"TERF1","telomeric repeat binding factor 1","7013"
"221036_s_at",1.14e-05,-4.96,-0.637,"APH1B","aph-1 homolog B, gamma-secretase subunit","83464"
"203880_at",1.14e-05,4.96,0.52,"POPDC2///COX17","popeye domain containing 2///COX17, cytochrome c oxidase copper chaperone","64091///10063"
"213180_s_at",1.14e-05,4.96,0.687,"GOSR2","golgi SNAP receptor complex member 2","9570"
"214702_at",1.14e-05,-4.96,-2.17,"FN1","fibronectin 1","2335"
"204981_at",1.15e-05,-4.95,-0.914,"SLC22A18","solute carrier family 22 member 18","5002"
"217430_x_at",1.15e-05,-4.95,-1.35,"COL1A1","collagen type I alpha 1 chain","1277"
"210406_s_at",1.16e-05,4.95,0.436,"WTH3DI///RAB6C///RAB6A","RAB6C-like///RAB6C, member RAS oncogene family///RAB6A, member RAS oncogene family","150786///84084///5870"
"203075_at",1.16e-05,4.95,0.444,"SMAD2","SMAD family member 2","4087"
"218932_at",1.17e-05,4.95,0.641,"ZNHIT6","zinc finger HIT-type containing 6","54680"
"209511_at",1.18e-05,4.95,0.482,"POLR2F","RNA polymerase II subunit F","5435"
"204228_at",1.18e-05,4.95,0.553,"PPIH","peptidylprolyl isomerase H","10465"
"203486_s_at",1.19e-05,4.94,0.474,"ARMC8","armadillo repeat containing 8","25852"
"202193_at",1.19e-05,4.94,1.1,"LIMK2","LIM domain kinase 2","3985"
