Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0016323~basolateral plasma membrane	9	3.435114504	0.010764434	"203908_AT, 1552827_S_AT, 229151_AT, 226228_AT, 202920_AT, 239006_AT, 206517_AT, 204719_AT, 228973_AT, 214053_AT, 1552826_AT"	247	251	20624	2.99395132	0.951177216	0.231021305	0.223569005
GOTERM_BP_DIRECT	GO:0010942~positive regulation of cell death	4	1.526717557	0.010830397	"228766_AT, 217414_X_AT, 211696_X_AT, 206488_S_AT, 211699_X_AT, 214414_X_AT, 209458_X_AT, 204018_X_AT, 217232_X_AT, 209555_S_AT, 209116_X_AT, 211745_X_AT"	230	39	19414	8.657302118	0.999999993	0.490217951	0.486512815
GOTERM_MF_DIRECT	GO:0072582~17-beta-hydroxysteroid dehydrogenase (NADP+) activity	3	1.145038168	0.010921302	"211653_X_AT, 205700_AT, 209699_X_AT, 216594_X_AT, 37512_AT, 204151_X_AT"	236	13	18945	18.52509778	0.995642172	0.337877769	0.332417118
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	5	1.908396947	0.011399343	"214735_AT, 217414_X_AT, 211696_X_AT, 211699_X_AT, 214414_X_AT, 209458_X_AT, 204018_X_AT, 217232_X_AT, 210342_S_AT, 209116_X_AT, 211745_X_AT"	230	74	19414	5.703290247	0.999999997	0.502740255	0.498940474
GOTERM_CC_DIRECT	GO:0005833~hemoglobin complex	3	1.145038168	0.011731829	"217414_X_AT, 211696_X_AT, 211699_X_AT, 214414_X_AT, 209458_X_AT, 204018_X_AT, 217232_X_AT, 209116_X_AT, 211745_X_AT"	247	14	20624	17.89242337	0.962840359	0.233798595	0.226256705
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	14	5.34351145	0.012372433	"225575_AT, 238835_AT, 209292_AT, 241017_AT, 225571_AT, 208228_S_AT, 227771_AT, 213308_AT, 223296_AT, 205051_S_AT, 203638_S_AT, 209293_X_AT, 205876_AT, 208399_S_AT, 209699_X_AT, 205290_S_AT, 242680_AT, 211653_X_AT, 205289_AT, 213307_AT, 204686_AT, 203685_AT, 214053_AT, 242979_AT, 243681_AT"	230	541	19414	2.184328538	0.999999999	0.523639749	0.519682007
GOTERM_BP_DIRECT	GO:0006821~chloride transport	5	1.908396947	0.01248211	"227830_AT, 227690_AT, 1552827_S_AT, 1554748_AT, 223741_S_AT, 239006_AT, 229313_AT, 1552826_AT"	230	76	19414	5.553203661	1	0.523639749	0.519682007
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	18	6.870229008	0.012559701	"230031_AT, 219643_AT, 223582_AT, 201843_S_AT, 214745_AT, 213558_AT, 223075_S_AT, 204796_AT, 236783_AT, 230863_AT, 204797_S_AT, 203710_AT, 206517_AT, 223235_S_AT, 214044_AT, 216944_S_AT, 205710_AT, 201842_S_AT, 202350_S_AT, 209822_S_AT, 210342_S_AT, 228407_AT"	236	750	18945	1.926610169	0.998081907	0.365708933	0.359798486
GOTERM_BP_DIRECT	GO:0007154~cell communication	4	1.526717557	0.013258739	"226145_S_AT, 230964_AT, 223582_AT, 231771_AT"	230	42	19414	8.038923395	1	0.542976931	0.538873036
GOTERM_CC_DIRECT	GO:0043005~neuron projection	11	4.198473282	0.013299499	"229831_AT, 202920_AT, 209470_S_AT, 227394_AT, 228973_AT, 227830_AT, 213308_AT, 230425_AT, 227690_AT, 206070_S_AT, 204359_AT, 213307_AT, 209189_AT, 212843_AT, 209469_AT, 243681_AT"	247	368	20624	2.495863404	0.976137701	0.247370683	0.239390983
GOTERM_BP_DIRECT	GO:0042542~response to hydrogen peroxide	4	1.526717557	0.014131452	"217414_X_AT, 211696_X_AT, 211699_X_AT, 214414_X_AT, 209458_X_AT, 204018_X_AT, 217232_X_AT, 203685_AT, 209116_X_AT, 211745_X_AT"	230	43	19414	7.851971689	1	0.565258067	0.560985768
GOTERM_MF_DIRECT	GO:0070700~BMP receptor binding	3	1.145038168	0.014464392	"205289_AT, 228407_AT, 220203_AT, 205290_S_AT"	236	15	18945	16.05508475	0.999262438	0.376835468	0.370745198
GOTERM_MF_DIRECT	GO:0044594~17-beta-hydroxysteroid dehydrogenase (NAD+) activity	3	1.145038168	0.014464392	"211653_X_AT, 205700_AT, 209699_X_AT, 216594_X_AT, 37512_AT, 204151_X_AT"	236	15	18945	16.05508475	0.999262438	0.376835468	0.370745198
GOTERM_BP_DIRECT	GO:0045444~fat cell differentiation	5	1.908396947	0.014839848	"222670_S_AT, 219778_AT, 209292_AT, 205249_AT, 209293_X_AT, 218559_S_AT, 206159_AT"	230	80	19414	5.275543478	1	0.569861614	0.565554521
GOTERM_BP_DIRECT	GO:0099645~neurotransmitter receptor localization to postsynaptic specialization membrane	3	1.145038168	0.01490917	"213411_AT, 214053_AT, 218888_S_AT"	230	16	19414	15.82663043	1	0.569861614	0.565554521
GOTERM_BP_DIRECT	GO:0046427~positive regulation of JAK-STAT cascade	4	1.526717557	0.015972682	"205051_S_AT, 205498_AT, 223513_AT, 214053_AT"	230	45	19414	7.502995169	1	0.597239411	0.592725392
GOTERM_MF_DIRECT	GO:0030021~extracellular matrix structural constituent conferring compression resistance	3	1.145038168	0.016396952	"209335_AT, 202709_AT, 222722_AT"	236	16	18945	15.05164195	0.999720853	0.405824565	0.399265784
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	14	5.34351145	0.016552802	"213071_AT, 229178_AT, 229831_AT, 213068_AT, 210764_S_AT, 206488_S_AT, 227394_AT, 213411_AT, 227526_AT, 206517_AT, 209555_S_AT, 204955_AT, 230964_AT, 228766_AT, 206070_S_AT, 209687_AT, 219059_S_AT, 229073_AT, 212843_AT"	230	563	19414	2.098972894	1	0.605762119	0.601183684
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	6	2.290076336	0.017417022	"209292_AT, 205289_AT, 210764_S_AT, 219077_S_AT, 205084_AT, 209293_X_AT, 206159_AT, 205290_S_AT"	230	127	19414	3.987812393	1	0.624109939	0.619392829
GOTERM_MF_DIRECT	GO:0015108~chloride transmembrane transporter activity	3	1.145038168	0.018432976	"1552827_S_AT, 239006_AT, 206529_X_AT, 1552826_AT, 213664_AT"	236	17	18945	14.16625125	0.999899912	0.434491574	0.427469488
GOTERM_BP_DIRECT	GO:1901379~regulation of potassium ion transmembrane transport	3	1.145038168	0.018718034	"210471_S_AT, 210078_S_AT, 236783_AT, 207789_S_AT, 228546_AT"	230	18	19414	14.06811594	1	0.639963349	0.635126417
GOTERM_BP_DIRECT	GO:0048839~inner ear development	4	1.526717557	0.018975657	"230964_AT, 223582_AT, 231771_AT, 205289_AT, 205290_S_AT"	230	48	19414	7.034057971	1	0.639963349	0.635126417
GOTERM_BP_DIRECT	GO:0097009~energy homeostasis	4	1.526717557	0.018975657	"228766_AT, 206488_S_AT, 43427_AT, 49452_AT, 219195_AT, 209555_S_AT, 220203_AT"	230	48	19414	7.034057971	1	0.639963349	0.635126417
GOTERM_CC_DIRECT	GO:0071682~endocytic vesicle lumen	3	1.145038168	0.019117853	"217414_X_AT, 211696_X_AT, 211699_X_AT, 214414_X_AT, 209458_X_AT, 204018_X_AT, 217232_X_AT, 209116_X_AT, 211745_X_AT"	247	18	20624	13.91632928	0.995417573	0.333367559	0.322613767
GOTERM_MF_DIRECT	GO:0047834~D-threo-aldose 1-dehydrogenase activity	3	1.145038168	0.020569622	"210471_S_AT, 210078_S_AT, 211653_X_AT, 209699_X_AT, 216594_X_AT, 204151_X_AT"	236	18	18945	13.37923729	0.999965966	0.462816486	0.455336624
GOTERM_BP_DIRECT	GO:0032469~endoplasmic reticulum calcium ion homeostasis	3	1.145038168	0.02075956	"216944_S_AT, 202908_AT, 203710_AT, 203685_AT"	230	19	19414	13.32768879	1	0.686662373	0.681472483
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	6	2.290076336	0.022043436	"230425_AT, 205051_S_AT, 206070_S_AT, 239183_AT, 203638_S_AT, 231773_AT, 208228_S_AT, 214053_AT"	230	135	19414	3.751497585	1	0.715371882	0.709965002
GOTERM_MF_DIRECT	GO:0004303~estradiol 17-beta-dehydrogenase activity	3	1.145038168	0.022804102	"211653_X_AT, 205700_AT, 209699_X_AT, 216594_X_AT, 37512_AT, 204151_X_AT"	236	19	18945	12.6750669	0.999989012	0.490783935	0.482852074
GOTERM_BP_DIRECT	GO:0035994~response to muscle stretch	3	1.145038168	0.022889283	"201466_S_AT, 201465_S_AT, 209189_AT, 214044_AT"	230	20	19414	12.66130435	1	0.729066051	0.723555668
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	7	2.671755725	0.023373042	"229168_AT, 204932_AT, 210764_S_AT, 202350_S_AT, 223395_AT, 219049_AT, 223235_S_AT"	230	186	19414	3.176671342	1	0.730334882	0.724814909
GOTERM_BP_DIRECT	GO:0009887~animal organ morphogenesis	6	2.290076336	0.023965473	"209335_AT, 214162_AT, 205289_AT, 210298_X_AT, 230536_AT, 201540_AT, 203638_S_AT, 208228_S_AT, 210299_S_AT, 205290_S_AT"	230	138	19414	3.669943289	1	0.730334882	0.724814909
GOTERM_BP_DIRECT	GO:1902895~positive regulation of pri-miRNA transcription from RNA polymerase II promoter	4	1.526717557	0.024627572	"201466_S_AT, 201693_S_AT, 205289_AT, 201465_S_AT, 209189_AT, 205290_S_AT"	230	53	19414	6.370467596	1	0.730334882	0.724814909
GOTERM_BP_DIRECT	GO:0051209~release of sequestered calcium ion into cytosol	4	1.526717557	0.024627572	"216944_S_AT, 204606_AT, 214745_AT, 203710_AT, 214044_AT"	230	53	19414	6.370467596	1	0.730334882	0.724814909
GOTERM_BP_DIRECT	"GO:0045893~positive regulation of transcription, DNA-templated"	16	6.106870229	0.0254172	"222670_S_AT, 224017_AT, 201466_S_AT, 207980_S_AT, 204918_S_AT, 232424_AT, 219195_AT, 205290_S_AT, 201693_S_AT, 205289_AT, 230536_AT, 201465_S_AT, 205249_AT, 229687_S_AT, 243386_AT, 209189_AT, 223513_AT, 209357_AT, 218559_S_AT, 214053_AT"	230	724	19414	1.865385539	1	0.740975991	0.735375591
GOTERM_BP_DIRECT	GO:0030509~BMP signaling pathway	5	1.908396947	0.02698229	"201693_S_AT, 205289_AT, 227719_AT, 206159_AT, 220203_AT, 205290_S_AT"	230	96	19414	4.396286232	1	0.773492317	0.767646155
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	4	1.526717557	0.029731544	"226228_AT, 222953_AT, 205498_AT, 203685_AT"	230	57	19414	5.923417239	1	0.800455436	0.794405482
GOTERM_BP_DIRECT	GO:0060348~bone development	4	1.526717557	0.029731544	"205289_AT, 203638_S_AT, 203060_S_AT, 208228_S_AT, 222722_AT, 205290_S_AT"	230	57	19414	5.923417239	1	0.800455436	0.794405482
GOTERM_BP_DIRECT	GO:0071310~cellular response to organic substance	3	1.145038168	0.029784388	"205249_AT, 203685_AT, 213920_AT"	230	23	19414	11.00982987	1	0.800455436	0.794405482
GOTERM_BP_DIRECT	GO:0030318~melanocyte differentiation	3	1.145038168	0.029784388	"205051_S_AT, 208399_S_AT, 203685_AT"	230	23	19414	11.00982987	1	0.800455436	0.794405482
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	8	3.053435115	0.030848947	"213308_AT, 201466_S_AT, 204932_AT, 201465_S_AT, 213307_AT, 43427_AT, 49452_AT, 209189_AT, 203685_AT, 230782_AT, 213664_AT, 243681_AT"	230	253	19414	2.669049665	1	0.809929176	0.803807619
GOTERM_BP_DIRECT	GO:0007584~response to nutrient	4	1.526717557	0.031088055	"213308_AT, 224027_AT, 204932_AT, 219181_AT, 213307_AT, 243681_AT"	230	58	19414	5.821289355	1	0.809929176	0.803807619
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	5	1.908396947	0.031707902	"201466_S_AT, 201465_S_AT, 207980_S_AT, 209189_AT, 209357_AT, 227719_AT, 206159_AT"	230	101	19414	4.1786483	1	0.809929176	0.803807619
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	8	3.053435115	0.032020456	"223422_S_AT, 230425_AT, 222885_AT, 201466_S_AT, 201465_S_AT, 206201_S_AT, 203638_S_AT, 219054_AT, 227874_AT, 208228_S_AT, 224325_AT, 221030_S_AT"	230	255	19414	2.648115942	1	0.809929176	0.803807619
GOTERM_MF_DIRECT	GO:0005080~protein kinase C binding	4	1.526717557	0.032279723	"222717_AT, 242680_AT, 238835_AT, 219179_AT, 204686_AT, 242979_AT"	236	56	18945	5.733958838	0.999999912	0.606460924	0.596659535
GOTERM_MF_DIRECT	GO:0038024~cargo receptor activity	3	1.145038168	0.032666468	"205710_AT, 230863_AT, 209822_S_AT, 219059_S_AT"	236	23	18945	10.47070744	0.999999928	0.606460924	0.596659535
GOTERM_BP_DIRECT	GO:0045599~negative regulation of fat cell differentiation	4	1.526717557	0.033897099	"219778_AT, 228827_AT, 209292_AT, 205289_AT, 209293_X_AT, 205290_S_AT"	230	60	19414	5.627246377	1	0.824017747	0.817789706
GOTERM_BP_DIRECT	GO:0003148~outflow tract septum morphogenesis	3	1.145038168	0.034780231	"219778_AT, 205710_AT, 203638_S_AT, 230863_AT, 208228_S_AT"	230	25	19414	10.12904348	1	0.824017747	0.817789706
GOTERM_BP_DIRECT	GO:0098910~regulation of atrial cardiac muscle cell action potential	2	0.763358779	0.034972846	"202920_AT, 214044_AT"	230	3	19414	56.27246377	1	0.824017747	0.817789706
GOTERM_BP_DIRECT	GO:0033688~regulation of osteoblast proliferation	2	0.763358779	0.034972846	"203638_S_AT, 219054_AT, 208228_S_AT"	230	3	19414	56.27246377	1	0.824017747	0.817789706
GOTERM_BP_DIRECT	GO:0035284~brain segmentation	2	0.763358779	0.034972846	"222670_S_AT, 205249_AT, 218559_S_AT"	230	3	19414	56.27246377	1	0.824017747	0.817789706
GOTERM_CC_DIRECT	GO:0031526~brush border membrane	4	1.526717557	0.036367726	"213308_AT, 228766_AT, 205710_AT, 213307_AT, 206529_X_AT, 206488_S_AT, 230863_AT, 209555_S_AT, 243681_AT"	247	61	20624	5.475277096	0.999967546	0.567197036	0.548900357
GOTERM_CC_DIRECT	GO:0014069~postsynaptic density	8	3.053435115	0.036593357	"213308_AT, 216944_S_AT, 229201_AT, 213558_AT, 213307_AT, 206806_AT, 203710_AT, 228973_AT, 218888_S_AT, 209737_AT, 243681_AT"	247	260	20624	2.569168483	0.999969599	0.567197036	0.548900357
GOTERM_MF_DIRECT	"GO:0047115~trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity"	2	0.763358779	0.036755207	"211653_X_AT, 209699_X_AT, 216594_X_AT, 204151_X_AT"	236	3	18945	53.51694915	0.999999991	0.606460924	0.596659535
GOTERM_MF_DIRECT	GO:0005006~epidermal growth factor-activated receptor activity	2	0.763358779	0.036755207	"201843_S_AT, 201842_S_AT, 214053_AT"	236	3	18945	53.51694915	0.999999991	0.606460924	0.596659535
GOTERM_MF_DIRECT	"GO:0018636~phenanthrene 9,10-monooxygenase activity"	2	0.763358779	0.036755207	"211653_X_AT, 209699_X_AT, 216594_X_AT, 204151_X_AT"	236	3	18945	53.51694915	0.999999991	0.606460924	0.596659535
GOTERM_MF_DIRECT	GO:0047718~indanol dehydrogenase activity	2	0.763358779	0.036755207	"211653_X_AT, 209699_X_AT, 216594_X_AT, 204151_X_AT"	236	3	18945	53.51694915	0.999999991	0.606460924	0.596659535
GOTERM_MF_DIRECT	GO:0004800~thyroxine 5'-deiodinase activity	2	0.763358779	0.036755207	"206457_S_AT, 203700_S_AT, 231240_AT, 203699_S_AT"	236	3	18945	53.51694915	0.999999991	0.606460924	0.596659535
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	6	2.290076336	0.042576298	"216944_S_AT, 201693_S_AT, 205289_AT, 209687_AT, 207980_S_AT, 203710_AT, 209357_AT, 214044_AT, 205290_S_AT"	230	161	19414	3.145665676	1	0.956710148	0.9494792
GOTERM_BP_DIRECT	GO:0070372~regulation of ERK1 and ERK2 cascade	3	1.145038168	0.042829466	"230425_AT, 210764_S_AT, 203638_S_AT, 208228_S_AT"	230	28	19414	9.04378882	1	0.956710148	0.9494792
GOTERM_BP_DIRECT	GO:0009314~response to radiation	3	1.145038168	0.042829466	"209687_AT, 226228_AT, 203685_AT"	230	28	19414	9.04378882	1	0.956710148	0.9494792
GOTERM_BP_DIRECT	GO:0001954~positive regulation of cell-matrix adhesion	3	1.145038168	0.042829466	"228766_AT, 224027_AT, 204606_AT, 206488_S_AT, 209555_S_AT"	230	28	19414	9.04378882	1	0.956710148	0.9494792
GOTERM_BP_DIRECT	GO:0006897~endocytosis	7	2.671755725	0.043637778	"219643_AT, 202920_AT, 205710_AT, 207415_AT, 229839_AT, 230863_AT, 220177_S_AT, 235746_S_AT, 210194_AT, 205498_AT"	230	216	19414	2.735466989	1	0.9606654	0.953404557
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	19	7.251908397	0.045121848	"219179_AT, 209292_AT, 207980_S_AT, 209555_S_AT, 208228_S_AT, 228766_AT, 201693_S_AT, 226864_AT, 219735_S_AT, 203638_S_AT, 204612_AT, 204872_AT, 209293_X_AT, 222670_S_AT, 235201_AT, 224017_AT, 219778_AT, 201466_S_AT, 206488_S_AT, 232424_AT, 205290_S_AT, 202908_AT, 205289_AT, 201465_S_AT, 243278_AT, 227642_AT, 209357_AT, 209242_AT, 218559_S_AT, 213920_AT"	230	988	19414	1.623244147	1	0.9606654	0.953404557
GOTERM_BP_DIRECT	GO:0007422~peripheral nervous system development	3	1.145038168	0.045652387	"207980_S_AT, 205249_AT, 209357_AT, 228956_AT"	230	29	19414	8.731934033	1	0.9606654	0.953404557
GOTERM_BP_DIRECT	GO:0045671~negative regulation of osteoclast differentiation	3	1.145038168	0.045652387	"222670_S_AT, 204932_AT, 229302_AT, 218559_S_AT"	230	29	19414	8.731934033	1	0.9606654	0.953404557
GOTERM_BP_DIRECT	GO:0006570~tyrosine metabolic process	2	0.763358779	0.046357691	"205221_AT, 231070_AT, 214307_AT"	230	4	19414	42.20434783	1	0.9606654	0.953404557
GOTERM_BP_DIRECT	GO:0071395~cellular response to jasmonic acid stimulus	2	0.763358779	0.046357691	"211653_X_AT, 209699_X_AT, 216594_X_AT, 204151_X_AT"	230	4	19414	42.20434783	1	0.9606654	0.953404557
GOTERM_BP_DIRECT	GO:0007586~digestion	3	1.145038168	0.04854189	"211653_X_AT, 209699_X_AT, 216594_X_AT, 219195_AT, 204151_X_AT"	230	30	19414	8.440869565	1	0.993952977	0.986440542
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	7	2.671755725	0.051348848	"228766_AT, 204606_AT, 201466_S_AT, 205289_AT, 201465_S_AT, 206488_S_AT, 203638_S_AT, 227529_S_AT, 209555_S_AT, 208228_S_AT, 214053_AT, 205290_S_AT"	230	225	19414	2.626048309	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0060045~positive regulation of cardiac muscle cell proliferation	3	1.145038168	0.051496025	"219778_AT, 203638_S_AT, 208228_S_AT, 214053_AT"	230	31	19414	8.16858345	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0005254~chloride channel activity	4	1.526717557	0.054352639	"227830_AT, 227690_AT, 1552827_S_AT, 223741_S_AT, 239006_AT, 229313_AT, 1552826_AT"	236	69	18945	4.653647752	1	0.855758344	0.841927906
GOTERM_BP_DIRECT	GO:0051881~regulation of mitochondrial membrane potential	3	1.145038168	0.054512882	"223296_AT, 203685_AT, 219093_AT"	230	32	19414	7.913315217	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0008654~phospholipid biosynthetic process	3	1.145038168	0.054512882	"224480_S_AT, 225424_AT, 228667_AT"	230	32	19414	7.913315217	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0040018~positive regulation of multicellular organism growth	3	1.145038168	0.054512882	"225424_AT, 205498_AT, 203685_AT"	230	32	19414	7.913315217	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0007416~synapse assembly	4	1.526717557	0.055203023	"213308_AT, 213558_AT, 209470_S_AT, 213307_AT, 214053_AT, 209469_AT, 243681_AT"	230	73	19414	4.625134008	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	6	2.290076336	0.057360018	"201843_S_AT, 205289_AT, 209687_AT, 201842_S_AT, 222722_AT, 206159_AT, 220203_AT, 205290_S_AT"	236	167	18945	2.88414696	1	0.855758344	0.841927906
GOTERM_BP_DIRECT	GO:2000379~positive regulation of reactive oxygen species metabolic process	3	1.145038168	0.057590584	"216594_X_AT, 219093_AT, 205357_S_AT, 204151_X_AT"	230	33	19414	7.673517787	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0046676~negative regulation of insulin secretion	3	1.145038168	0.057590584	"204686_AT, 240236_AT, 242979_AT, 220203_AT"	230	33	19414	7.673517787	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0048568~embryonic organ development	3	1.145038168	0.057590584	"219778_AT, 230536_AT, 203638_S_AT, 208228_S_AT"	230	33	19414	7.673517787	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0070296~sarcoplasmic reticulum calcium ion transport	2	0.763358779	0.057608803	"202920_AT, 214044_AT"	230	5	19414	33.76347826	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0070458~cellular detoxification of nitrogen compound	2	0.763358779	0.057608803	"227417_AT, 202554_S_AT, 235867_AT"	230	5	19414	33.76347826	1	1	0.993019197
GOTERM_CC_DIRECT	GO:0035976~transcription factor AP-1 complex	2	0.763358779	0.058238901	"201466_S_AT, 201465_S_AT, 209189_AT"	247	5	20624	33.39919028	0.999999946	0.73449157	0.710798294
GOTERM_BP_DIRECT	GO:0032868~response to insulin	4	1.526717557	0.058933926	"201693_S_AT, 205249_AT, 204686_AT, 209189_AT, 242979_AT"	230	75	19414	4.501797101	1	1	0.993019197
GOTERM_CC_DIRECT	GO:0098978~glutamatergic synapse	10	3.816793893	0.059461269	"213558_AT, 209470_S_AT, 213411_AT, 204042_AT, 213308_AT, 230425_AT, 229201_AT, 213307_AT, 206806_AT, 214053_AT, 218888_S_AT, 209469_AT, 243681_AT"	247	411	20624	2.031580917	0.999999963	0.73449157	0.710798294
GOTERM_MF_DIRECT	GO:0050840~extracellular matrix binding	3	1.145038168	0.059580094	"209335_AT, 210764_S_AT, 223235_S_AT"	236	32	18945	7.525820975	1	0.855758344	0.841927906
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription factor complex	5	1.908396947	0.059910603	"222670_S_AT, 201466_S_AT, 204753_S_AT, 201465_S_AT, 219077_S_AT, 204754_AT, 209189_AT, 204755_X_AT, 218559_S_AT"	247	123	20624	3.394226655	0.999999967	0.73449157	0.710798294
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	11	4.198473282	0.060278767	"225575_AT, 222885_AT, 205876_AT, 226228_AT, 206488_S_AT, 230863_AT, 227394_AT, 225571_AT, 227874_AT, 205498_AT, 209555_S_AT, 227771_AT, 228766_AT, 210473_S_AT, 205051_S_AT, 209687_AT, 205710_AT, 229839_AT, 212843_AT"	247	477	20624	1.925529838	0.999999971	0.73449157	0.710798294
GOTERM_MF_DIRECT	GO:0004366~glycerol-3-phosphate O-acyltransferase activity	2	0.763358779	0.060508166	"224480_S_AT, 225424_AT"	236	5	18945	32.11016949	1	0.855758344	0.841927906
GOTERM_MF_DIRECT	GO:0047086~ketosteroid monooxygenase activity	2	0.763358779	0.060508166	"211653_X_AT, 209699_X_AT, 216594_X_AT, 204151_X_AT"	236	5	18945	32.11016949	1	0.855758344	0.841927906
GOTERM_CC_DIRECT	GO:0005901~caveola	4	1.526717557	0.060549484	"222717_AT, 228766_AT, 206488_S_AT, 204686_AT, 209555_S_AT, 213258_AT, 242979_AT"	247	75	20624	4.453225371	0.999999973	0.73449157	0.710798294
GOTERM_BP_DIRECT	GO:0045669~positive regulation of osteoblast differentiation	4	1.526717557	0.060842905	"205289_AT, 210764_S_AT, 228407_AT, 206159_AT, 205290_S_AT"	230	76	19414	4.442562929	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0090630~activation of GTPase activity	5	1.908396947	0.063661217	"223422_S_AT, 204606_AT, 203387_S_AT, 241017_AT, 203911_AT, 203386_AT, 221030_S_AT"	230	127	19414	3.323176994	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0015701~bicarbonate transport	3	1.145038168	0.063921194	"203908_AT, 1552827_S_AT, 239006_AT, 206529_X_AT, 1552826_AT"	230	35	19414	7.235031056	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0002320~lymphoid progenitor cell differentiation	2	0.763358779	0.068727747	"205051_S_AT, 203685_AT"	230	6	19414	28.13623188	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0061156~pulmonary artery morphogenesis	2	0.763358779	0.068727747	"205710_AT, 207980_S_AT, 230863_AT, 209357_AT"	230	6	19414	28.13623188	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0006072~glycerol-3-phosphate metabolic process	2	0.763358779	0.068727747	"224480_S_AT, 225424_AT"	230	6	19414	28.13623188	1	1	0.993019197
GOTERM_BP_DIRECT	GO:0030913~paranodal junction assembly	2	0.763358779	0.068727747	"202920_AT, 228956_AT"	230	6	19414	28.13623188	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0051287~NAD binding	3	1.145038168	0.069783029	"205083_AT, 212224_AT, 230782_AT"	236	35	18945	6.880750605	1	0.864876363	0.850898563
GOTERM_BP_DIRECT	GO:0006654~phosphatidic acid biosynthetic process	3	1.145038168	0.070473539	"224480_S_AT, 225424_AT, 228667_AT"	230	37	19414	6.843948296	1	1	0.993019197
GOTERM_MF_DIRECT	GO:0008201~heparin binding	6	2.290076336	0.071227856	"229168_AT, 219181_AT, 210764_S_AT, 203638_S_AT, 223395_AT, 208228_S_AT, 223235_S_AT"	236	178	18945	2.705913159	1	0.864876363	0.850898563
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	10	3.816793893	0.071348009	"230031_AT, 235085_AT, 223075_S_AT, 210298_X_AT, 233720_AT, 228080_AT, 227529_S_AT, 1558815_AT, 210299_S_AT, 223422_S_AT, 225728_AT, 217853_AT, 204359_AT, 201540_AT, 204288_S_AT, 221030_S_AT"	247	428	20624	1.950887283	0.999999999	0.827731281	0.801030272
GOTERM_MF_DIRECT	GO:0031406~carboxylic acid binding	2	0.763358779	0.072165007	"211653_X_AT, 209699_X_AT, 216594_X_AT, 204151_X_AT"	236	6	18945	26.75847458	1	0.864876363	0.850898563
GOTERM_MF_DIRECT	"GO:0047024~5alpha-androstane-3beta,17beta-diol dehydrogenase activity"	2	0.763358779	0.072165007	"205700_AT, 216594_X_AT, 37512_AT, 204151_X_AT"	236	6	18945	26.75847458	1	0.864876363	0.850898563
GOTERM_MF_DIRECT	GO:0043546~molybdopterin cofactor binding	2	0.763358779	0.072165007	"227417_AT, 205083_AT"	236	6	18945	26.75847458	1	0.864876363	0.850898563
GOTERM_MF_DIRECT	GO:0019825~oxygen binding	3	1.145038168	0.073302489	"217414_X_AT, 211696_X_AT, 211699_X_AT, 214414_X_AT, 209458_X_AT, 204018_X_AT, 217232_X_AT, 209116_X_AT, 211745_X_AT"	236	36	18945	6.689618644	1	0.864876363	0.850898563
GOTERM_BP_DIRECT	GO:0072593~reactive oxygen species metabolic process	3	1.145038168	0.073828536	"210764_S_AT, 207415_AT, 235746_S_AT, 210194_AT, 203685_AT"	230	38	19414	6.663844394	1	1	0.993019197
